Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Izsha /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stukov /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Verseuchte Kerrigan /// Kerrigan Infested
Conversation/Name/zSMAmbient_ProtossPrisoner=zSMAmbient_ProtossPrisoner /// zSMAmbient_ProtossPrisoner
Conversation/Name/zSMAmbient_RogueQueen=zSMAmbient_RogueQueen /// zSMAmbient_RogueQueen
Conversation/Name/zSMAmbient_Stukov=zSMAmbient_Stukov /// zSMAmbient_Stukov
Conversation/Name/zSMAmbient_UnitUpgrade=zSMAmbient_UnitUpgrade /// zSMAmbient_UnitUpgrade
Conversation/Name/zSMAmbient_Zeratul=zSMAmbient_Zeratul /// zSMAmbient_Zeratul
Conversation/Name/zSMAmbient_ZergAdjutant=zSMAmbient_ZergAdjutant /// zSMAmbient_ZergAdjutant
Conversation/Name/zSMAmbient_ZerusZurvan=zSMAmbient_ZerusZurvan /// zSMAmbient_ZerusZurvan
Conversation/Name/zSMBriefing_Expedition03=zSMBriefing_Expedition03 /// zSMBriefing_Expedition03
Conversation/Name/zSMBriefing_Hybrid02=zSMBriefing_Hybrid02 /// zSMBriefing_Hybrid02
Conversation/Name/zSMBriefing_Korhal01=zSMBriefing_Korhal01 /// zSMBriefing_Korhal01
Conversation/Name/zSMBriefing_Korhal02=zSMBriefing_Korhal02 /// zSMBriefing_Korhal02
Conversation/Name/zSMBriefing_Korhal03=zSMBriefing_Korhal03 /// zSMBriefing_Korhal03
Conversation/Name/zSMBriefing_Space02=zSMBriefing_Space02 /// zSMBriefing_Space02
Conversation/Name/zSMBriefing_Zerus01=zSMBriefing_Zerus01 /// zSMBriefing_Zerus01
Conversation/Name/zTest=zTest /// zTest
Conversation/Name/zUnit_EggMonsterSplit1=zUnit_ZergTunneller /// zUnit_ZergTunneller
Conversation/Name/zUnit_EggMonsterSplit2=zUnit_ZergCarrion /// zUnit_ZergCarrion
Conversation/Name/zUnit_HeroDehaka=zUnit_HeroDehaka /// zUnit_HeroDehaka
Conversation/Name/zUnit_HeroKerriganGhost=zUnit_HeroKerrigan /// zUnit_HeroKerrigan
Conversation/Name/zUnit_HeroQueen=zUnit_HeroNiadra /// zUnit_HeroNiadra
Conversation/Name/zUnit_HeroStukov=zUnit_HeroStukov /// zUnit_HeroStukov
Conversation/Name/zUnit_HeroZagara=zUnit_HeroZagara /// zUnit_HeroZagara
Conversation/Name/zUnit_MutaliskSplit1=zUnit_ZergViper /// zUnit_ZergViper
Conversation/Name/zUnit_NeutralYeti=zUnit_NeutralYeti /// zUnit_NeutralYeti
Conversation/Name/zUnit_PrimalCrusher=zUnit_PrimalPrimalgor /// zUnit_PrimalPrimalgor
Conversation/Name/zUnit_PrimalRipper=zUnit_PrimalPrimeling /// zUnit_PrimalPrimeling
Conversation/Name/zUnit_PrimalScreamer=zUnit_PrimalPrime'azor /// zUnit_PrimalPrime'azor
Conversation/Name/zUnit_PrimalShredder=zUnit_PrimalPrime'lisk /// zUnit_PrimalPrime'lisk
Conversation/Name/zUnit_ProtossAreaDenial=zUnit_ProtossShredder /// zUnit_ProtossShredder
Conversation/Name/zUnit_ProtossCarrierShip=zUnit_ProtossTempest /// zUnit_ProtossTempest
Conversation/Name/zUnit_ProtossChangeling=zUnit_ProtossReplicant /// zUnit_ProtossReplicant
Conversation/Name/zUnit_ProtossFlyingCaster=zUnit_ProtossOracle /// zUnit_ProtossOracle
Conversation/Name/zUnit_RoachSplit1=zUnit_ZergCorpser /// zUnit_ZergCorpser
Conversation/Name/zUnit_TacFighter=zUnit_TacFighter /// zUnit_TacFighter
Conversation/Name/zUnit_TerranHellion2=zUnit_TerranHellionSiege /// zUnit_TerranHellionSiege
Conversation/Name/zUnit_TerranMercCommander=zUnit_TerranWarhound /// zUnit_TerranWarhound
Conversation/Name/zUnit_TerranOdin=zUnit_TerranOdin /// zUnit_TerranOdin
Conversation/Name/zUnit_ZergEggMonster=zUnit_ZergSwarmHost /// zUnit_ZergSwarmHost
Conversation/UnknownConversation2/Group00001=Ambiente: Reiseerinnerung /// Ambient Travel Reminder
Conversation/UnknownConversation2/Line00001=Unser Leviathan kann diese Welt auf deinen Befehl verlassen. /// Our leviathan is able to leave this world at your command.
Conversation/zBriefing_Char01/Group00001=Char01 /// Char01
Conversation/zBriefing_Char01/Group00002=Besprechung /// Briefing
Conversation/zBriefing_Char01/Line00002=Zagaras Brut hat sich in den Säuresümpfen von Char verkrochen, wo du Millionen Eier für den späteren Gebrauch gelagert hast. /// [Surprise 70]Zagara's brood[/Surprise] is currently huddled in Char's acid marsh, where you stored millions of eggs for [Serious]future use.[/Serious]
Conversation/zBriefing_Char01/Line00009=Dann werde ich genug Eier sammeln, um eine Armee zu erschaffen und Zagara zu vernichten. /// Then I'll collect enough eggs to spawn an army and [Serious]destroy Zagara[/Serious].
Conversation/zBriefing_Char01/Line00016=Dann werde ich genug Eier sammeln, um eine Armee zu erschaffen und Zagara zu vernichten. /// Then I'll collect enough eggs to spawn an army and [Serious]destroy Zagara[/Serious].
Conversation/zBriefing_Char01/Line00023=Von der Position ihres Schwarmclusters zu schließen, versucht Zagara, so viele Eier zu sammeln wie sie nur kann. /// From the location of her hive cluster, [Surprise 70]it appears[/Surprise] Zagara intends to gather [Serious]as many eggs[/Serious] as she can.
Conversation/zBriefing_Char01/Line00024=Sie kann sie in einen Schlüpfteich legen, damit sie schneller ausgebrütet werden. Ich habe unseren Schwarmcluster in der Nähe eines solchen Teiches platziert. /// She can place them in a birthing pond to quicken. [Surprise 70]I have located[/Surprise] our hive cluster near one such pond.
Conversation/zBriefing_Char01/Line00025=Sie versucht, eine Armee aufzustellen. Aber wie will sie die Eier ausbrüten? /// She's trying to build an army. [Serious]But how will she hatch the eggs?[/Serious]
Conversation/zBriefing_Char01/Line00026=Sie versucht, eine Armee aufzustellen. Aber wie will sie die Eier ausbrüten? /// She's trying to build an army. [Serious]But how will she hatch the eggs?[/Serious]
Conversation/zBriefing_Char02/Comment00001=Schwenkt über die Landschaft /// Panning across the landscape
Conversation/zBriefing_Char02/Comment00002=As Zagara says the 2 lines below, show images of a zerg brood trying to make their way across the terrain. Charsweepers pass over them OBLITERATING them. /// As Zagara says the 2 lines below, show images of a zerg brood trying to make their way across the terrain. Charsweepers pass over them OBLITERATING them.
Conversation/zBriefing_Char02/Comment00003=Fade back to "Current Day" image of the bone trench -- with bones everywhere! Pan past an inert scourge cannon... /// Fade back to "Current Day" image of the bone trench -- with bones everywhere! Pan past an inert scourge cannon...
Conversation/zBriefing_Char02/Comment00004=Fade to an image of creep approaching an inert scourge nest. It reaches the cannon and the cannon activates. It fires off a round... /// Fade to an image of creep approaching an inert scourge nest. It reaches the cannon and the cannon activates. It fires off a round...
Conversation/zBriefing_Char02/Comment00005=As Zagara says the 2 lines below, show images of a zerg brood trying to make their way across the terrain. Gorgons pass over them OBLITERATING them. /// As Zagara says the 2 lines below, show images of a zerg brood trying to make their way across the terrain. Gorgons pass over them OBLITERATING them.
Conversation/zBriefing_Char02/Comment00006=Fade back to "Current Day" image of the bone trench -- Pan past an inert scourge cannon... /// Fade back to "Current Day" image of the bone trench -- Pan past an inert scourge cannon...
Conversation/zBriefing_Char02/Comment00007=Fade to an image of creep approaching an inert scourge nest. It reaches the cannon and the cannon activates. It fires off a round... /// Fade to an image of creep approaching an inert scourge nest. It reaches the cannon and the cannon activates. It fires off a round...
Conversation/zBriefing_Char02/Group00001=Char02 /// Char02
Conversation/zBriefing_Char02/Group00002=VERALTET /// OBSOLETE
Conversation/zBriefing_Char02/Group00004=Besprechung /// Briefing
Conversation/zBriefing_Char02/Line00001=Der Knochengraben. Dies ist der einzige Weg zur terranischen Festung. /// The bone trench. This is the only approach to the terran fortress.
Conversation/zBriefing_Char02/Line00002=Und dort wurde deine Brut abgeschlachtet. /// And it's where your brood got slaughtered.
Conversation/zBriefing_Char02/Line00003=Das niedrige Terrain machte uns schutzlos gegenüber Luftangriffen. Die Terraner haben daraufhin ihre Kreuzer der Gorgonenklasse herbeigerufen. /// The low ground left us vulnerable to aerial attack. The terrans brought their gorgon class Battlecruisers from the skies.
Conversation/zBriefing_Char02/Line00004=Sie haben uns immer und immer wieder bombardiert. Meine Brut blutete und starb, genau wie die Hoffnung, die Terraner von Char zu vertreiben. /// They strafed us over and over. My brood bled, and died. Along with any hope of pushing the terrans from Char.
Conversation/zBriefing_Char02/Line00005=Meine Königin, wir sollten einfach durch den Graben rennen und keine Zeit mit dem Kampf gegen die Gorgonenkreuzer verschwenden. /// My queen, we should simply race through the trench, not waste time fighting gorgons.
Conversation/zBriefing_Char02/Line00006=Moment, das sind Terrornester. Die könnten einen Kreuzer der Gorgonenklasse vom Himmel holen ... Wir müssen sie nur wiedererwecken. /// Wait, those are scourge nests. They could bring down a gorgon class battlecruiser... we just need to reawaken them.
Conversation/zBriefing_Char02/Line00007=Und falls wir es nicht schaffen, stirbt der Schwarm. Du musst noch eine Sicht für die Dinge entwickeln, Zagara. Planung, Berechnung, Scharfsinn. /// And if we don't, the Swarm dies. You need to learn vision, Zagara. Planning, calculation, cunning.
Conversation/zBriefing_Char02/Line00008=Wie du meinst. /// As you say.
Conversation/zBriefing_Char02/Line00009=Und dort hast du zugelassen, dass meine Brut abgeschlachtet wird. /// And it's where you allowed my brood to be slaughtered.
Conversation/zBriefing_Char02/Line00010=Wenn wir die Terraner überraschen, schaffen wir es mit akzeptablen Verlusten hindurch. /// If we surprise the terrans, we can make it through with acceptable losses.
Conversation/zBriefing_Char02/Line00011=Das wird sie erwecken und sie werden sich um Warfields Gorgonenkreuzer kümmern. Dann gehört der Knochengraben uns. /// That will awaken them, and they'll take care of Warfield's gorgons. Then the bone trench will be ours.
Conversation/zBriefing_Char02/Line00012=Ich werde einen Schwarmcluster erschaffen und dann werden wir Kriecher soweit ausweiten, bis wir die ruhenden Terrornester erreichen. /// I will establish a hive cluster, and then we will grow creep out to the dormant scourge nests.
Conversation/zBriefing_Char02/Line00013=Da, das sind Terrornester. Sie können sogar einen Kreuzer der Gorgonenklasse abschießen ... wir müssen sie nur wiedererwecken. /// There, those are scourge nests. They can destroy even a gorgon class battlecruiser... we just need to reawaken them.
Conversation/zBriefing_Char02/Line00014=Und falls wir es nicht schaffen, stirbt der Schwarm. Du musst noch die Sicht für die Dinge entwickeln, Zagara. Planung, Berechnung, Scharfsinn. /// And if we don't, the Swarm dies. You need to learn vision, Zagara. Planning, calculation, cunning.
Conversation/zBriefing_Char02/Line00015=Ich werde einen Schwarmcluster erschaffen und dann werden wir Kriecher soweit ausweiten, bis wir die ruhenden Terrornester erreichen. /// I will establish a hive cluster, and then we will grow creep out to the dormant scourge nests.
Conversation/zBriefing_Char02/Line00016=Das wird sie erwecken und sie werden sich um Warfields Gorgonenkreuzer kümmern. Dann gehört der Knochengraben uns. /// That will awaken them, and they'll take care of Warfield's gorgons. Then the bone trench will be ours.
Conversation/zBriefing_Char02/Line00017=Sie haben uns immer und immer wieder bombardiert. Meine Brut blutete und starb, genau wie die Hoffnung, die Terraner von Char zu vertreiben. /// They strafed us over and over. The Swarm bled, and died. Along with any hope of pushing the terrans from Char.
Conversation/zBriefing_Char02/Line00018=Der Knochengraben. Dies ist der einzige Weg zur terranischen Festung. /// The Bone Trench. This is the only approach to the terran fortress.
Conversation/zBriefing_Char02/Line00019=Ich habe schon einmal versucht, meine Brut hier durchzubringen. Die Terraner haben daraufhin ihre Gorgonenkreuzer herbeigerufen. /// I tried to bring my brood through here once before. The terrans brought their Gorgon battlecruisers from the skies.
Conversation/zBriefing_Char02/Line00020=Sie haben uns immer und immer wieder bombardiert. Meine Brut blutete und starb, genau wie die Hoffnung, die Terraner von Char zu vertreiben. /// They strafed us over and over. My brood bled, and died. Along with any hope of pushing the terrans from Char.
Conversation/zBriefing_Char02/Line00021=Warte mal, da sind Terrornester. Sie könnten einen Gorgonenkreuzer abschießen ... wir müssen sie nur wiedererwecken. /// [Surprise 90]Wait, those are scourge nests[/Surprise]. They could bring down a Gorgon... we just need to reawaken them.
Conversation/zBriefing_Char02/Line00022=Warte mal, da sind Terrornester. Sie könnten einen Gorgonenkreuzer abschießen ... wir müssen sie nur wiedererwecken. /// [Surprise 90]Wait, those are scourge nests[/Surprise]. They could bring down a Gorgon... we just need to reawaken them.
Conversation/zBriefing_Char02/Line00023=Meine Königin, wir sollten einfach durch den Graben rennen und keine Zeit mit dem Kampf gegen die Gorgonenkreuzer verschwenden. /// My queen, we should simply race through the trench, not waste time fighting Gorgons.
Conversation/zBriefing_Char02/Line00024=Wenn wir die Terraner überraschen, schaffen wir es mit akzeptablen Verlusten hindurch. /// If we surprise the terrans, we can make it through with acceptable losses.
Conversation/zBriefing_Char02/Line00025=Und wenn nicht, stirbt der Schwarm. Du musst noch eine Sicht für die Dinge entwickeln, Zagara. Planung, Berechnung, Scharfsinn. /// And if we don't, [Serious]the Swarm dies[/Serious]. You need to learn vision, Zagara. Planning, calculation, cunning.
Conversation/zBriefing_Char02/Line00026=Und wenn nicht, stirbt der Schwarm. Du musst noch eine Sicht für die Dinge entwickeln, Zagara. Planung, Berechnung, Scharfsinn. /// And if we don't, [Serious]the Swarm dies[/Serious]. You need to learn vision, Zagara. Planning, calculation, cunning.
Conversation/zBriefing_Char02/Line00027=Wir können diesen Kriechertumor benutzen, um einen weiteren Kriechertumor neben dem Terrornest zu erschaffen. Sobald es erwacht, ist Warfields Gorgonenkreuzer Geschichte. /// We can use this creep tumor to spawn a tumor near the scourge nest. Once it's awake, Warfield's Gorgon is done for.
Conversation/zBriefing_Char02/Line00028=Wir können diesen Kriechertumor benutzen, um einen weiteren Kriechertumor neben dem Terrornest zu erschaffen. Sobald es erwacht, ist Warfields Gorgonenkreuzer Geschichte. /// We can use this creep tumor to spawn a tumor near the scourge nest. Once it's awake, Warfield's Gorgon is done for.
Conversation/zBriefing_Char02/Line00029=Abathur hat mich für den Kampf wiederbelebt. Dies ist der Knochengraben, der einzige Zugang zu der terranischen Festung. /// Abathur revived me for the battle. This is the Bone Trench, the only approach to the terran fortress.
Conversation/zBriefing_Char03/Comment00001=Mineralienfelder /// Show mineral fields
Conversation/zBriefing_Char03/Comment00002=Schwenk zur Position des Wurms - Wurm erscheint. /// Pan to worm location -- worm sprouts.
Conversation/zBriefing_Char03/Comment00003=Zeigt das Satellitenrelais /// Show orbital relay
Conversation/zBriefing_Char03/Comment00004=Schwenk zur Position des Wurms - Wurm erscheint. /// Pan to worm location -- worm sprouts.
Conversation/zBriefing_Char03/Comment00005=-- /// --
Conversation/zBriefing_Char03/Comment00006=Empfohlene Audios siehe unten. /// Suggested lines below.
Conversation/zBriefing_Char03/Comment00007=Verlängert die Besprechung aber verhindert das Szenario, in dem der Spieler immer wieder neu lädt, da er dachte, dass er die Karte vor dem Timer abschließen soll: ///  It will make the briefing longer, but avoid the scenario where the player keeps reloading because they thought they were supposed to beat the map before the timer:
Conversation/zBriefing_Char03/Group00001=Char03 /// Char03
Conversation/zBriefing_Char03/Group00002=VERALTET /// OBSOLETE
Conversation/zBriefing_Char03/Group00003=VERALTET /// OBSOLETE
Conversation/zBriefing_Char03/Group00004=Besprechung /// Briefing
Conversation/zBriefing_Char03/Group00005=Zu beachten /// To Consider
Conversation/zBriefing_Char03/Line00001=Dies ist das Ergebnis von allem, für das wir hier gekämpft haben. Die Terraner werden noch vor Anbruch der Nacht von Char verschwunden sein. /// Everything we've fought for here comes to this. The humans will be gone from Char by nightfall.
Conversation/zBriefing_Char03/Line00002=Ich habe das Nydusnetzwerk wieder eingerichtet. Du kannst deinen Schwarm zwischen zwei Nyduswürmern hin- und hertransportieren. /// I have re-established the nydus network. You can transport your Swarm between any two nydus worms.
Conversation/zBriefing_Char03/Line00003=Positioniere Würmer an beiden Flanken. /// Place worms on both of Warfield's flanks.
Conversation/zBriefing_Char03/Line00004=Wenn eines davon ausgeschaltet wird, wird es ihn schwer treffen. Jetzt ist es an der Zeit, diese Festung zu knacken. /// If I destroy either, it will cripple him. Now let's crack this fortress.
Conversation/zBriefing_Char03/Line00005=Erledigt, meine Königin. /// Done, my queen.
Conversation/zBriefing_Char03/Line00006=Warum sich noch um Mineralien und Relais kümmern? Lass uns die Tore stürmen! /// Why bother with minerals and relays? Let us storm the gates!
Conversation/zBriefing_Char03/Line00007=Männer, Kerrigan hat ihren Schwarm auf das Plateau geführt. Sie ist direkt in unsere Falle gelaufen. /// Men, Kerrigan's got her swarm up on the plateau. She walked right into our trap.
Conversation/zBriefing_Char03/Line00008=Schickt Zerglinge zu den Pumpenrelais. Zerstört sie, sofort! /// Get zerglings to those pump relays. Bring them down now!
Conversation/zBriefing_Char03/Line00009=General Warfields Ingenieure werden die Lavapumpen bald repariert haben. /// General Warfield's engineers will have the lava pumps working again in a few moments.
Conversation/zBriefing_Char03/Line00010=Ich habe Festungen schon in kürzerer Zeit eingenommen. Vorwärts! /// I've cracked fortresses in less time. Forward!
Conversation/zBriefing_Char03/Line00011=Aktiviert die Lavapumpen und spült sie zurück in die Hölle, aus der sie gekrochen ist! /// Activate the lava pumps, and flood her back to the hell she crawled out of!
Conversation/zBriefing_Char03/Line00012=Die Lavapumpen wurden beschädigt! Schickt die Ingenieure hin! /// The lava pumps are down! Get the engineers on it!
Conversation/zBriefing_Char03/Line00013=Ich möchte einen hinter seinem Hauptmineralienfeld. /// I want one behind his primary mineral fields.
Conversation/zBriefing_Char03/Line00014=Platziere den anderen nahe dem Satellitenrelais, mit dem er die Schweren Kreuzer herbei ruft. /// Put the other near the orbital relay he uses to call in his battlecruisers.
Conversation/zBriefing_Char03/Line00015=Dies ist das Ergebnis von allem, für das wir hier gekämpft haben. Die Terraner werden noch vor Anbruch der Nacht von Char verschwunden sein. /// Everything we've fought for here comes to this. The humans will be gone from Char by nightfall.
Conversation/zBriefing_Char03/Line00016=Positioniere Würmer an beiden Flanken. /// Place worms on both of Warfield's flanks.
Conversation/zBriefing_Char03/Line00017=Ich möchte einen hinter seinem Hauptmineralienfeld. /// I want one behind his primary mineral fields.
Conversation/zBriefing_Char03/Line00018=Platziere den anderen nahe dem Satellitenrelais, mit dem er die Schweren Kreuzer herbei ruft. /// Put the other near the orbital relay he uses to call in his battlecruisers.
Conversation/zBriefing_Char03/Line00019=Wenn eines davon ausgeschaltet wird, wird es ihn schwer treffen. Jetzt ist es an der Zeit, diese Festung zu knacken. /// If I destroy either, it will cripple him. Now let's crack this fortress.
Conversation/zBriefing_Char03/Line00020=Schicke Zerglinge zu den Pumpenrelais. Zerstört sie, jetzt! /// Get zerglings to those pump relays. Bring them down now!
Conversation/zBriefing_Char03/Line00021=Ich habe Festungen schon in kürzerer Zeit eingenommen. Vorwärts! /// I've cracked fortresses in less time. Forward!
Conversation/zBriefing_Char03/Line00022=Dies ist das Ergebnis von allem, für das wir hier gekämpft haben. /// Everything we've fought for here comes to this.
Conversation/zBriefing_Char03/Line00023=Meine Königin, General Warfield hat viele Nuklearraketen. Er wird sie alle gegen dich einsetzen. /// My queen, General Warfield has many nuclear devices. He will use all of them on you.
Conversation/zBriefing_Char03/Line00024=Das überrascht mich nicht. Wir müssen ihm bald einen Schlag verpassen. Lass uns in die Festung eindringen. /// No surprise there. We need to hit him fast. Let's crack this fortress.
Conversation/zBriefing_Char03/Line00025=Zum Glück habe ich das Nydusnetzwerk wieder eingerichtet. Du kannst deinen Schwarm zwischen zwei Nyduswürmern hin- und hertransportieren. /// Fortunately, I have re-established the nydus network. You can transport your Swarm between any two nydus worms.
