Character/Name/ArtanisUI,亞坦尼斯=0
Conversation/Cutscene_SSF/Line00080,試圖把神族與蟲族融合成邪惡的混源體... /// ...was attempting to merge protoss and zerg life forms into an unholy hybrid.=320
Conversation/Cutscene_SSF/Line00081,可能已經控制了凱莉根與她所擁有的力量。 /// ...of Kerrigan and her power.=321
Conversation/Cutscene_SSF/Line00082,成為了聖堂武士與黑暗聖堂武士的領袖。 /// ...was made leader of both the templar and the dark templar.=322
Conversation/Cutscene_SSF/Line00083,承諾總有一天會恢復神族昔日的榮光。 /// ...and promised to one day reclaim the glory they had lost on Aiur.=323
Conversation/Cutscene_SSF/Line00084,卻失敗了。 /// But his retaliatory strike failed.=324
Conversation/Cutscene_SSF/Line00085,也因為自治聯盟的宣傳戰術而成效不彰。 /// ...proved ineffective against the Dominion's propaganda machine. =325
Conversation/Cutscene_SSF/Line00086,雷諾再一次掀起了反抗的戰爭... /// Raynor revived his campaign against the Dominion...=326
Conversation/Cutscene_SSF/Line00087,能阻止亞蒙的人... /// ...and said the key to stopping Amon... =327
Conversation/Cutscene_SSF/Line00088,突襲了蟲族母星查爾... /// ...armies from the Dominion and Raynor...=328
Conversation/Cutscene_SSF/Line00089,在蒙斯克之子維勒安的協助下... /// ...with help from Arcturus' son, Valerian...=329
Conversation/Cutscene_SSF/Line00090,解開亞蒙對她的束縛。 /// ...and free her from Amon's grasp.=330
Conversation/Cutscene_SSF/Line00091,當自治聯盟要取她性命時，雷諾出手了。 /// The Dominion wanted her dead. Raynor couldn't allow it.=331
Conversation/Cutscene_SSF/Line00092,開始計劃他們的下一步。 /// ...and began planning their next move.=332
Conversation/Cutscene_SSF/Line00093,但他的父親沒有放過這個機會。 /// ...but his father could not let this opportunity pass.=333
Conversation/Cutscene_SSF/Line00094,凱莉根逃走了，而雷諾... /// Kerrigan escaped, while Raynor...=334
Conversation/Cutscene_SSF/Line00095,她恢復以往的身分...刀鋒女皇。 /// She set out to reclaim her position... as Queen of Blades.=335
Conversation/Cutscene_SSF/Line00096,再次統領蟲群...但這次，是憑她自己的意志。 /// ...and ruled the Swarm once again... only this time... free.=336
Conversation/Cutscene_SSF/Line00097,自治聯盟的軍隊。 /// ...one mission at a time.=337
Conversation/Cutscene_SSF/Line00098,雷諾還活著。 /// She learned that Raynor was still alive.=338
Conversation/Cutscene_SSF/Line00099,凱莉根雖然遭遇了強敵和陷阱...她依然親手殺死了蒙斯克。 /// Despite encountering his best troops,  and traps, she personally ended his life.=339
Conversation/Cutscene_SSF/Line00100,雷諾留下來重建家園... /// Amon's plans were still unfolding.=340
Conversation/Cutscene_SSF/Line00101,凱莉根則獵殺她真正的敵人。 /// Kerrigan left Raynor to rebuild while she hunted her true enemy.=341
Conversation/Cutscene_SSF/Line00102,打造一個正直的政府。 /// ...with a just government.=342
Conversation/Cutscene_SSF/Line00103,亞坦尼斯認為機不可失。 /// Hierarch Artanis saw an opportunity. =343
Conversation/Cutscene_SSF/Line00104,團結起來的神族將奪回艾爾。 /// ...templar and dark templar alike... would retake Aiur.=344
Conversation/Cutscene_SSF/Line00105,同時希望大主教別犯下嚴重的錯誤。 /// ...hoping against hope that the Hierarch was not making a terrible mistake.=345
Conversation/FacialAnim/Angry,生氣=346
Conversation/FacialAnim/Fear,畏懼=347
Conversation/FacialAnim/Happy,高興=348
Conversation/FacialAnim/Sad,悲傷=349
Conversation/FacialAnim/Serious,嚴肅=350
Conversation/FacialAnim/Surprise,驚訝=351
Conversation/Genericphrases/Group00001,副官=352
Conversation/Genericphrases/Group00002,執行官=353
Conversation/Genericphrases/Group00003,后蟲=354
Conversation/Genericphrases/Line00001,訊號接收中。=355
Conversation/Genericphrases/Line00002,需要更多的補給站。=356
Conversation/Genericphrases/Line00003,高能瓦斯不足。=357
Conversation/Genericphrases/Line00004,晶礦不足=358
Conversation/Genericphrases/Line00005,降落程序中斷。=359
Conversation/Genericphrases/Line00006,無法降落的區域。=360
Conversation/Genericphrases/Line00007,能量不足=361
Conversation/Genericphrases/Line00008,基地正遭受攻擊。=362
Conversation/Genericphrases/Line00009,你的部隊正遭受攻擊。=363
Conversation/Genericphrases/Line00010,研發完成。=364
Conversation/Genericphrases/Line00011,附屬建築完成=365
Conversation/Genericphrases/Line00012,已偵測到核彈發射=366
Conversation/Genericphrases/Line00013,升級完成=367
Conversation/Genericphrases/Line00014,核彈準備就緒=368
Conversation/Genericphrases/Line00015,我方盟友正遭受攻擊。=369
Conversation/Genericphrases/Line00016,我方盟友基地正遭受攻擊。=370
Conversation/Genericphrases/Line00017,指揮中心升級完成=371
Conversation/Genericphrases/Line00018,雷神的修復程序完成。=372
Conversation/Genericphrases/Line00019,後備採礦單位已經啟動=373
Conversation/Genericphrases/Line00020,回收行動完成。=374
Conversation/Genericphrases/Line00021,建造已被中斷。=375
Conversation/Genericphrases/Line00022,你必須建造更多水晶塔=376
Conversation/Genericphrases/Line00023,需要放置在高能瓦斯湧源上。=377
Conversation/Genericphrases/Line00024,你需要更多高能瓦斯。=378
Conversation/Genericphrases/Line00025,你沒有足夠的晶礦。=379
Conversation/Genericphrases/Line00026,能量不足=380
Conversation/Genericphrases/Line00027,基地正遭受攻擊。=381
Conversation/Genericphrases/Line00028,你的戰士們正在與敵人交戰。=382
Conversation/Genericphrases/Line00029,研發完成。=383
Conversation/Genericphrases/Line00030,已偵測到核彈發射=384
Conversation/Genericphrases/Line00031,升級完成=385
Conversation/Genericphrases/Line00032,你必須把它放置在能量力場內。=386
Conversation/Genericphrases/Line00033,必須放置在高能瓦斯湧源上。=387
Conversation/Genericphrases/Line00034,孵化更多王蟲=388
Conversation/Genericphrases/Line00035,我們需要更多高能瓦斯=389
Conversation/Genericphrases/Line00036,我們需要更多晶礦。=390
Conversation/Genericphrases/Line00037,能量不足=391
Conversation/Genericphrases/Line00038,蟲巢群受到攻擊=392
Conversation/Genericphrases/Line00039,我方部隊受到攻擊=393
Conversation/Genericphrases/Line00040,進化完成=394
Conversation/Genericphrases/Line00041,已偵測到核彈發射=395
Conversation/Genericphrases/Line00042,我們必須將它放在蟲苔上=396
Conversation/Genericphrases/Line00043,我們必須將它放在高能瓦斯湧源上=397
Conversation/Genericphrases/Line00044,你的盟友正在進行戰鬥。=398
Conversation/Genericphrases/Line00045,盟友基地正遭到圍攻。=399
Conversation/Genericphrases/Line00046,盟友和敵人交戰了。=400
Conversation/Genericphrases/Line00047,盟友基地受到威脅。=401
Conversation/Genericphrases/Line00048,躍傳成功。=402
Conversation/Genericphrases/Line00049,變形完成。=403
Conversation/Genericphrases/Line00050,新后蟲誕生了！=404
Conversation/Genericphrases/Line00051,高能瓦斯湧源已經枯竭。=405
Conversation/Genericphrases/Line00052,晶礦場已經耗盡。=406
Conversation/Genericphrases/Line00053,高能瓦斯湧源已經枯竭。=407
Conversation/Genericphrases/Line00054,高能瓦斯湧源已經枯竭。=408
Conversation/Genericphrases/Line00055,晶礦場已經耗盡。=409
Conversation/Genericphrases/Line00056,晶礦場已經耗盡。=410
Conversation/Genericphrases/Line00057,突變完畢。=411
Conversation/Genericphrases/Line00058,遊戲暫停=412
Conversation/Genericphrases/Line00059,遊戲繼續進行=413
Conversation/Genericphrases/Line00060,遊戲暫停=414
Conversation/Genericphrases/Line00061,遊戲繼續進行=415
Conversation/Genericphrases/Line00062,遊戲暫停=416
Conversation/Genericphrases/Line00063,遊戲繼續進行=417
Conversation/Genericphrases/Line00064,我們的太空工程車正受到攻擊。=418
Conversation/Genericphrases/Line00065,你的探測機正受到攻擊！=419
Conversation/Genericphrases/Line00066,我方工蟲受到攻擊！=420
Conversation/Genericphrases/Line00067,無法在此建造。=421
Conversation/Genericphrases/Line00068,無法執行這個指令。=422
Conversation/Genericphrases/Line00069,無效的躍傳地點。=423
Conversation/Genericphrases/Line00185,無法執行這個指令。我們的補給已達到上限。 /// Unacceptable command. We are at maximum supply.=424
Conversation/Genericphrases/Line00186,無法執行這個指令。我們的補給已達到上限。 /// Unacceptable command. We are at maximum supply.=425
Conversation/Genericphrases/Line00187,無法執行這個指令。我們的補給已達到上限。 /// Unacceptable command. We are at maximum supply.=426
Conversation/Genericphrases/Line00188,我方的水晶塔遭到攻擊。 /// Our pylon is under attack.=427
Conversation/Genericphrases/Line00189,蟲苔瘤遭受攻擊。 /// A creep tumor is under attack.=428
Conversation/GhostFemale/Line00002,走吧。 /// Go.=429
Conversation/GhostFemale/Line00003,要什麼就說。 /// Out with it.=430
Conversation/GhostFemale/Line00004,頻道安全。 /// Channel secure.=431
Conversation/GhostFemale/Line00005,有狀況要回報嗎？ /// Got a sitrep?=432
Conversation/GhostFemale/Line00006,待命中。 /// Standing by.=433
Conversation/GhostFemale/Line00007,再重複一次通訊內容。 /// Repeat last transmission.=434
Conversation/GhostFemale/Line00008,收到。 /// Affirmative.=435
Conversation/GhostFemale/Line00009,收到命令。 /// Orders received.=436
Conversation/GhostFemale/Line00010,了解。 /// Understood.=437
Conversation/GhostFemale/Line00011,聽到了。 /// Copy that.=438
Conversation/GhostFemale/Line00012,行動中。 /// On the move.=439
Conversation/GhostFemale/Line00013,我正在行動。 /// Agent in motion.=440
Conversation/GhostFemale/Line00014,執行中。 /// Executing.=441
Conversation/GhostFemale/Line00015,任務執行中。 /// Commencing operations.=442
Conversation/GhostFemale/Line00016,了解。 /// Roger.=443
Conversation/GhostFemale/Line00017,沒問題。 /// On it.=444
Conversation/GhostFemale/Line00018,我是迷霧中的幽靈。 /// Like a ghost in the fog.=445
Conversation/GhostFemale/Line00019,子彈上膛！ /// Lock and load.=446
Conversation/GhostFemale/Line00020,這個讓我來。 /// This one's mine.=447
Conversation/GhostFemale/Line00021,攻擊敵人。 /// Engaging hostiles.=448
Conversation/GhostFemale/Line00022,準備開火。 /// Weapons free.=449
Conversation/GhostFemale/Line00023,瞄準目標。 /// Got eyes on the enemy.=450
Conversation/GhostFemale/Line00024,我要開火了。 /// I'm taking the shot.=451
Conversation/GhostFemale/Line00025,準備狙擊。 /// Pulling the trigger.=452
Conversation/GhostFemale/Line00026,遭遇敵人。 /// Hostile contact.=453
Conversation/GhostFemale/Line00027,你的表情好像見到鬼了。 /// You look like you've seen a ghost.=454
Conversation/GhostFemale/Line00028,見到我你就死定了。 /// Now you see me, now you're dead.=455
Conversation/GhostFemale/Line00029,我喜歡把自己視為「核彈解決方案」。 /// I like to think of myself as "the nuclear option".=456
Conversation/GhostFemale/Line00030,我不是裝備比較好，我單純只是更厲害。 /// I don't have better equipment. I'm just plain better.=457
Conversation/GhostFemale/Line00031,我是不是見過你？我的記性...不是很好。 /// Have we met? My memory is... not the best.=458
Conversation/GhostFemale/Line00032,戰爭...戰爭偶爾是會改變的。 /// War... war changes every so often.=459
Conversation/GhostFemale/Line00033,你知道我愛核彈哪一點嗎？只要一發，多個擊殺。 /// Know what I like about nukes? One shot, so many kills.=460
Conversation/GhostFemale/Line00034,我有時候會失去記憶。每次都跟我的看守人脫不了關係。 /// I used to forget things on occasion. Occasions scheduled by my wrangler.=461
Conversation/GhostFemale/Line00035,「電磁脈衝波」。實在有夠難唸的。 /// It's "E. M. P.". What kind of idiot calls it an "EMP"?=462
Conversation/GhostFemale/Line00036,幽靈特務具備很特殊的技能。我們會找到你，然後炸爛你的基地。 /// Ghosts have a very particular set of skills. We will find you, and we will nuke your base.=463
Conversation/GhostFemale/Line00037,你認為你的大學生活不好過？幽靈特務學院的教室可是位在核彈發射井的旁邊。 /// You think your college years were stressful? Ghost academy classes are held next to a nuclear missile silo.=464
Conversation/GhostFemale/Line00038,如果哪天你需要找出匿蹤的幽靈特務，記住這一點：注意水波紋。不然就是自備偵測裝置。 /// If you ever find yourself trying to track a cloaked ghost, just remember: we have a tell-tale shimmer. Or just bring some detection.=465
