Character/Description/Hill,This is the same character that appears in the Wings of Liberty campaign. (Already cast). A gruff mercenary captain who has had a hard life on the battlefield, he fights for profit and not for a cause.=0
Character/Name/ArtanisUI,Артанис /// Artanis=1
Conversation/Challengescombined/Line00021,Эти три шпиля находятся в опасности. Защищай их имеющимися в твоем распоряжении силами.=447
Conversation/Challengescombined/Line00022,Шпили находятся далеко друг от друга, поэтому для того, чтобы защитить каждый из них, тебе потребуется разбить свой отряд на группы.=448
Conversation/Challengescombined/Line00023,Внимательно изучи своего врага и расположи своих слуг таким образом, чтобы максимально эффективно отбивать атаки каждой группы врагов.=449
Conversation/Challengescombined/Line00024,Когда ты завершишь расстановку войск, нажми кнопку «Старт», чтобы начать бой.=450
Conversation/Challengescombined/Line00025,Внимание! Попытки покинуть область размещения не останутся безнаказанными!=451
Conversation/Challengescombined/Line00026,Приветствую, командир. В этом испытании вашей задачей будет защитить три хранилища, используя свои ограниченные резервы.=452
Conversation/Challengescombined/Line00027,Хранилища расположены далеко друг от друга, поэтому для того, чтобы защитить каждое из них, вам потребуется разбить свой отряд на группы.=453
Conversation/Challengescombined/Line00028,Подберите наиболее эффективных бойцов против каждого рода вражеских войск.=454
Conversation/Challengescombined/Line00029,Завершив расстановку войск, нажмите кнопку «Старт», чтобы начать бой.=455
Conversation/Challengescombined/Line00030,Внимание! Зафиксирован выход из зоны размещения. Активированы турели арены.=456
Conversation/Challengescombined/Line00031,Добрый день, командир. В этом испытании от вас потребуется защитить все свои строения от многочисленных вражеских атак.=457
Conversation/Challengescombined/Line00032,У вас не будет возможности обучать дополнительные войска.=458
Conversation/Challengescombined/Line00033,Чтобы успешно пройти испытание, используйте КСМ для ремонта поврежденных строений и помощи в обороне.=459
Conversation/Challengescombined/Line00034,Эн таро Тассадар, ученик. В этом испытании вы научитесь эффективно командовать крупными силами.=460
Conversation/Challengescombined/Line00035,Начните с формирования групп из своих воинов. Внимательно изучите доступные вам войска и создайте из них мощные ударные отряды.=461
Conversation/Challengescombined/Line00036,Как вы можете заметить, ваши войска расположены по всей территории поля боя. Они будут неактивны до того момента, когда вы будете готовы начать.=462
Conversation/Challengescombined/Line00037,Первый раунд=463
Conversation/Challengescombined/Line00038,С возвращением, командир. Развитая экономика — ключ к победе, а залог успешного экономического развития — эффективный сбор ресурсов.=464
Conversation/Challengescombined/Line00039,В этом испытании мы проверим ваши навыки управления базой. Вначале соберите достаточно ресурсов, чтобы начать осваивать дополнительную область месторождений.=465
Conversation/Challengescombined/Line00040,Построив второй командный центр у соседнего месторождения минералов и газа, вы удвоите приток ресурсов.=466
Conversation/Challengescombined/Line00041,Чтобы успешно пройти испытание, вы должны будете успеть обучить заданное количество войск за отведенное время.=467
Conversation/Challengescombined/Line00042,Доброе утро, командир. В этом упражнении ваша задача — выжить после нескольких вражеских атак.=468
Conversation/Challengescombined/Line00043,Каждая атака представляет для ваших войск серьезную угрозу. Лично отдавая приказы каждой из своих боевых единиц, вы сможете повысить эффективность действий ваших войск и добиться победы.=469
Conversation/Challengescombined/Line00044,Чтобы начать бой, нажмите кнопку «Старт».=470
Conversation/Challengescombined/Line00045,Добро пожаловать, командир. В этом испытании вашей задачей будет нанести противнику максимально возможный урон, используя только осадные танки и медэваки.=471
Conversation/Challengescombined/Line00046,Время, отведенное на уничтожение вражеской базы, будет ограничено. Перед атакой настоятельно рекомендуется разведать обстановку при помощи медэваков.=472
Conversation/Challengescombined/Line00047,Вражеские войска будут невосприимчивы к урону до того момента, пока вы не нажмете кнопку «Старт». Перед атакой тщательно проведите разведку.=473
Conversation/Challengescombined/Line00048,Подготовьтесь и нанесите быстрый удар! Уничтожьте как можно больше противников до того, как выйдет время!=474
Conversation/Challengescombined/Line00049,Первый раунд=475
Conversation/Challengescombined/Line00050,Второй раунд=476
Conversation/Challengescombined/Line00051,Второй раунд=477
Conversation/Challengescombined/Line00052,Третий раунд=478
Conversation/Challengescombined/Line00053,Третий раунд=479
Conversation/Challengescombined/Line00054,Новый рекорд!=480
Conversation/Challengescombined/Line00055,Новый рекорд!=481
Conversation/Challengescombined/Line00056,Четвертый раунд=482
Conversation/Challengescombined/Line00057,Пятый раунд=483
Conversation/Challengescombined/Line00058,Шестой раунд=484
Conversation/Challengescombined/Line00059,Седьмой раунд=485
Conversation/Challengescombined/Line00060,Раунд 8=486
Conversation/Challengescombined/Line00061,Раунд 9=487
Conversation/Challengescombined/Line00062,Раунд 10=488
Conversation/Challengescombined/Line00063,Четвертый раунд=489
Conversation/Challengescombined/Line00064,Пятый раунд=490
Conversation/Challengescombined/Line00065,Шестой раунд=491
Conversation/Challengescombined/Line00066,Седьмой раунд=492
Conversation/Challengescombined/Line00067,Раунд 8=493
Conversation/Challengescombined/Line00068,Раунд 9=494
Conversation/Challengescombined/Line00069,Раунд 10=495
Conversation/Challengescombined/Line00070,Четвертый раунд=496
Conversation/Challengescombined/Line00071,Пятый раунд=497
Conversation/Challengescombined/Line00072,Шестой раунд=498
Conversation/Challengescombined/Line00073,Седьмой раунд=499
Conversation/Challengescombined/Line00074,Раунд 8=500
Conversation/Challengescombined/Line00075,Раунд 9=501
Conversation/Challengescombined/Line00076,Раунд 10=502
Conversation/Challengescombined/Line00077,Готово=503
Conversation/Challengescombined/Line00078,Набор=504
Conversation/Challengescombined/Line00079,Начали=505
Conversation/Challengescombined/Line00080,Готово=506
Conversation/Challengescombined/Line00081,Набор=507
Conversation/Challengescombined/Line00082,Начали=508
Conversation/Challengescombined/Line00083,Готово=509
Conversation/Challengescombined/Line00084,Набор=510
Conversation/Challengescombined/Line00085,Начали=511
Conversation/Challengescombined/Line00086,В этом испытании вы изучите одну из защитных стратегий терранов в сетевой игре.=512
Conversation/Challengescombined/Line00087,Во время этого испытания вашу задачу также будет выполнять компьютерный игрок. Сравните его действия со своими.=513
