Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Isza /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stiukow /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Zainfekowana Kerrigan /// Kerrigan Infested
Conversation/Name/zSM_Zeratul=zSM_Zeratul /// zSM_Zeratul
Conversation/Name/zSM_ZergAdjutant=zSM_ZergAdiutant /// zSM_ZergAdjutant
Conversation/Name/zSM_ZerusAncientOne=zSM_ZerusZurvan /// zSM_ZerusZurvan
Conversation/Name/zSMAmbient_CharFortress=zSMOtoczenie_CharForteca /// zSMAmbient_CharFortress
Conversation/Name/zSMAmbient_EvolutionMaster=zSMOtoczenie_MistrzEwolucji /// zSMAmbient_EvolutionMaster
Conversation/Name/zSMAmbient_EvolutionMaster02=zSMOtoczenie_MistrzEwolucji02 /// zSMAmbient_EvolutionMaster02
Conversation/Name/zSMAmbient_Idles=zSMOtoczenie_AnimacjeBeczynności /// zSMAmbient_Idles
Conversation/Name/zSMAmbient_Kerrigan=zSMOtoczenie_Kerrigan /// zSMAmbient_Kerrigan
Conversation/Name/zSMAmbient_PrimalZergAdvisor=zSMOtoczenie_PierwotnyZergDoradca /// zSMAmbient_PrimalZergAdvisor
Conversation/Name/zSMAmbient_ProtossPrisoner=zSMOtoczenie_ProtosJeniec /// zSMAmbient_ProtossPrisoner
Conversation/Name/zSMAmbient_RogueQueen=zSMOtoczenie_ZbuntowanaKrólowa /// zSMAmbient_RogueQueen
Conversation/Name/zSMAmbient_Stukov=zSMOtoczenie_Stukow /// zSMAmbient_Stukov
Conversation/Name/zSMAmbient_UnitUpgrade=zSMOtoczenie_UlepszenieJednostki /// zSMAmbient_UnitUpgrade
Conversation/Name/zSMAmbient_Zeratul=zSMOtoczenie_Zeratul /// zSMAmbient_Zeratul
Conversation/Name/zSMAmbient_ZergAdjutant=zSMOtoczenie_ZergAdiutant /// zSMAmbient_ZergAdjutant
Conversation/Name/zSMAmbient_ZerusZurvan=zSMOtoczenie_ZerusZurvan /// zSMAmbient_ZerusZurvan
Conversation/Name/zSMBriefing_Expedition03=zSMOdprawa_Ekspedycja03 /// zSMBriefing_Expedition03
Conversation/Name/zSMBriefing_Hybrid02=zSMOdprawa_Hybryda02 /// zSMBriefing_Hybrid02
Conversation/Name/zSMBriefing_Korhal01=zSMOdprawa_Korhal01 /// zSMBriefing_Korhal01
Conversation/Name/zSMBriefing_Korhal02=zSMOdprawa_Korhal02 /// zSMBriefing_Korhal02
Conversation/Name/zSMBriefing_Korhal03=zSMOdprawa_Korhal03 /// zSMBriefing_Korhal03
Conversation/Name/zSMBriefing_Space02=zSMOdprawa_PrzestrzeńKosmiczna02 /// zSMBriefing_Space02
Conversation/Name/zSMBriefing_Zerus01=zSMOdprawa_Zerus01 /// zSMBriefing_Zerus01
Conversation/Name/zTest=zTest /// zTest
Conversation/Name/zUnit_EggMonsterSplit1=zUnit_ZergDrążącyTunele /// zUnit_ZergTunneller
Conversation/Name/zUnit_EggMonsterSplit2=zUnit_ZergNosiciel /// zUnit_ZergCarrion
Conversation/Name/zUnit_HeroDehaka=zUnit_HeroDehaka /// zUnit_HeroDehaka
Conversation/Name/zUnit_HeroKerriganGhost=zUnit_HeroKerrigan /// zUnit_HeroKerrigan
Conversation/Name/zUnit_HeroQueen=zUnit_HeroNiadra /// zUnit_HeroNiadra
Conversation/Name/zUnit_HeroStukov=zUnit_HeroStukow /// zUnit_HeroStukov
Conversation/Name/zUnit_HeroZagara=zUnit_HeroZagara /// zUnit_HeroZagara
Conversation/Name/zUnit_MutaliskSplit1=zUnit_ZergŻmij /// zUnit_ZergViper
Conversation/Name/zUnit_NeutralYeti=zUnit_NeutralnaYet /// zUnit_NeutralYeti
Conversation/Name/zUnit_PrimalCrusher=zJednostka_PierwotnyPrymalgor /// zUnit_PrimalPrimalgor
Conversation/Name/zUnit_PrimalRipper=zJednostka_PrimalPrimeling /// zUnit_PrimalPrimeling
Conversation/Name/zUnit_PrimalScreamer=zJednostka_PrimalPrime'azor /// zUnit_PrimalPrime'azor
Conversation/Name/zUnit_PrimalShredder=zJednostka_PrimalPrime'lisk /// zUnit_PrimalPrime'lisk
Conversation/Name/zUnit_ProtossAreaDenial=zJednostka_ProtossShredder /// zUnit_ProtossShredder
Conversation/Name/zUnit_ProtossCarrierShip=zJednostka_ProtossOrkan /// zUnit_ProtossTempest
Conversation/Name/zUnit_ProtossChangeling=zJednostka_ProtossReplicant /// zUnit_ProtossReplicant
Conversation/Name/zUnit_ProtossFlyingCaster=zJednostka_ProtossOracle /// zUnit_ProtossOracle
Conversation/Name/zUnit_RoachSplit1=zJednostka_ZergCorpser /// zUnit_ZergCorpser
Conversation/Name/zUnit_TacFighter=zJednostka_TacFighter /// zUnit_TacFighter
Conversation/Name/zUnit_TerranHellion2=zJednostka_TerranHellionSiege /// zUnit_TerranHellionSiege
Conversation/Name/zUnit_TerranMercCommander=zJednostka_TerranWarhound /// zUnit_TerranWarhound
Conversation/Name/zUnit_TerranOdin=zJednostka_TerranOdin /// zUnit_TerranOdin
Conversation/Name/zUnit_ZergEggMonster=zJednostka_ZergSwarmHost /// zUnit_ZergSwarmHost
Conversation/UnknownConversation2/Group00001=Otoczenie Travel Reminder /// Ambient Travel Reminder
Conversation/UnknownConversation2/Line00001=Nasz lewiatan jest już gotowy opuścić ten świat. /// Our leviathan is able to leave this world at your command.
Conversation/zBriefing_Char01/Group00001=Char01 /// Char01
Conversation/zBriefing_Char01/Group00002=Odprawa /// Briefing
Conversation/zBriefing_Char01/Line00002=[Surprise 70]Szczep Zagary[/Surprise] tłoczy się na kwasowych bagnach Char – tam, gdzie kiedyś ukryłaś [Serious]miliony[/Serious] jaj. /// [Surprise 70]Zagara's brood[/Surprise] is currently huddled in Char's acid marsh, where you stored millions of eggs for [Serious]future use.[/Serious]
Conversation/zBriefing_Char01/Line00009=Więc zbiorę dość jaj, żeby stworzyć armię i zniszczyć Zagarę. /// Then I'll collect enough eggs to spawn an army and [Serious]destroy Zagara[/Serious].
Conversation/zBriefing_Char01/Line00016=Więc zbiorę dość jaj, żeby stworzyć armię i zniszczyć Zagarę. /// Then I'll collect enough eggs to spawn an army and [Serious]destroy Zagara[/Serious].
Conversation/zBriefing_Char01/Line00023=Położenie ula wskazuje, że Zagara planuje zgromadzić jak najwięcej jaj. /// From the location of her hive cluster, [Surprise 70]it appears[/Surprise] Zagara intends to gather [Serious]as many eggs[/Serious] as she can.
Conversation/zBriefing_Char01/Line00024=Może umieścić je w zbiorniku rozrodczym i przyspieszyć wylęg. Zlokalizowałam nasze skupisko uli blisko jednego z takich zbiorników. /// She can place them in a birthing pond to quicken. [Surprise 70]I have located[/Surprise] our hive cluster near one such pond.
Conversation/zBriefing_Char01/Line00025=Próbuje stworzyć armię. Ale jak chce doprowadzić do wylęgu? /// She's trying to build an army. [Serious]But how will she hatch the eggs?[/Serious]
Conversation/zBriefing_Char01/Line00026=Próbuje stworzyć armię. Ale jak chce doprowadzić do wylęgu? /// She's trying to build an army. [Serious]But how will she hatch the eggs?[/Serious]
Conversation/zBriefing_Char02/Comment00001=Panning across the landscape /// Panning across the landscape
Conversation/zBriefing_Char02/Comment00002=Gdy Zagara wypowiada 2 poniższe kwestie, pokaż obrazy szczepu zergów próbującego przedostać się przez obszar. Przeczesywacze Char przelatują nad nimi unicestwiając je. /// As Zagara says the 2 lines below, show images of a zerg brood trying to make their way across the terrain. Charsweepers pass over them OBLITERATING them.
Conversation/zBriefing_Char02/Comment00003=Przejście do aktualnego widoku Wąwozu Kości – a tam pełno kości! Panorama kanionu z uśpioną zmorą... /// Fade back to "Current Day" image of the bone trench -- with bones everywhere! Pan past an inert scourge cannon...
Conversation/zBriefing_Char02/Comment00004=Fade to an image of creep approaching an inert scourge nest. It reaches the cannon and the cannon activates. It fires off a round... /// Fade to an image of creep approaching an inert scourge nest. It reaches the cannon and the cannon activates. It fires off a round...
Conversation/zBriefing_Char02/Comment00005=Gdy Zagara wypowiada 2 poniższe kwestie, pokaż obrazy szczepu zergów próbującego przedostać się przez obszar. Gorgony przelatują nad nimi unicestwiając je. /// As Zagara says the 2 lines below, show images of a zerg brood trying to make their way across the terrain. Gorgons pass over them OBLITERATING them.
Conversation/zBriefing_Char02/Comment00006=Przejście do aktualnego widoku Wąwozu Kości – panorama kanionu z uśpioną zmorą... /// Fade back to "Current Day" image of the bone trench -- Pan past an inert scourge cannon...
Conversation/zBriefing_Char02/Comment00007=Fade to an image of creep approaching an inert scourge nest. It reaches the cannon and the cannon activates. It fires off a round... /// Fade to an image of creep approaching an inert scourge nest. It reaches the cannon and the cannon activates. It fires off a round...
Conversation/zBriefing_Char02/Group00001=Char02 /// Char02
Conversation/zBriefing_Char02/Group00002=NIEAKTUALNE /// OBSOLETE
Conversation/zBriefing_Char02/Group00004=Odprawa /// Briefing
Conversation/zBriefing_Char02/Line00001=Wąwóz Kości. To jedyna droga do fortecy terran. /// The bone trench. This is the only approach to the terran fortress.
Conversation/zBriefing_Char02/Line00002=To tutaj zgładzono twój szczep. /// And it's where your brood got slaughtered.
Conversation/zBriefing_Char02/Line00003=Nie mieliśmy jak bronić się przed atakiem z powietrza. Terranie sprowadzili na nas krążowniki klasy gorgona. /// The low ground left us vulnerable to aerial attack. The terrans brought their gorgon class Battlecruisers from the skies.
Conversation/zBriefing_Char02/Line00004=Okrążali nas i ostrzeliwali, aż mój szczep wykrwawił się na śmierć. Wtedy umarła też nadzieja na przepędzenie terran z Char. /// They strafed us over and over. My brood bled, and died. Along with any hope of pushing the terrans from Char.
Conversation/zBriefing_Char02/Line00005=Królowo, powinniśmy jak najszybciej przejść przez wąwóz, nie marnujmy czasu na walkę z gorgonami. /// My queen, we should simply race through the trench, not waste time fighting gorgons.
Conversation/zBriefing_Char02/Line00006=Czekaj, to gniazda zmory. Możemy je wykorzystać do zniszczenia krążowników… Wystarczy, że je obudzimy. /// Wait, those are scourge nests. They could bring down a gorgon class battlecruiser... we just need to reawaken them.
Conversation/zBriefing_Char02/Line00007=A jeśli nam się nie uda, rój zginie. Myśl perspektywicznie, Zagaro. Planuj, kalkuluj, bądź sprytna. /// And if we don't, the Swarm dies. You need to learn vision, Zagara. Planning, calculation, cunning.
Conversation/zBriefing_Char02/Line00008=Wedle życzenia. /// As you say.
Conversation/zBriefing_Char02/Line00009=I to tutaj pozwoliłaś, żeby wybito mój szczep. /// And it's where you allowed my brood to be slaughtered.
Conversation/zBriefing_Char02/Line00010=Jeśli zaskoczymy terran, przedostaniemy się nie ponosząc znacznych strat. /// If we surprise the terrans, we can make it through with acceptable losses.
Conversation/zBriefing_Char02/Line00011=To je obudzi, a wtedy zajmą się gorgonami Warfielda. Wąwóz Kości będzie nasz. /// That will awaken them, and they'll take care of Warfield's gorgons. Then the bone trench will be ours.
Conversation/zBriefing_Char02/Line00012=Założę skupisko uli i obejmiemy biomasą gniazda uśpionej zmory. /// I will establish a hive cluster, and then we will grow creep out to the dormant scourge nests.
Conversation/zBriefing_Char02/Line00013=To gniazdo zmory. Może zniszczyć nawet krążownik klasy gorgona… wystarczy, że ją obudzimy. /// There, those are scourge nests. They can destroy even a gorgon class battlecruiser... we just need to reawaken them.
Conversation/zBriefing_Char02/Line00014=Rój zginie, jeśli nam się nie uda. Myśl perspektywicznie, Zagaro. Planuj, kalkuluj, bądź sprytna. /// And if we don't, the Swarm dies. You need to learn vision, Zagara. Planning, calculation, cunning.
Conversation/zBriefing_Char02/Line00015=Założę skupisko uli i obejmiemy biomasą gniazda uśpionej zmory. /// I will establish a hive cluster, and then we will grow creep out to the dormant scourge nests.
Conversation/zBriefing_Char02/Line00016=To je obudzi, a wtedy zajmą się gorgonami Warfielda. Wąwóz Kości będzie nasz. /// That will awaken them, and they'll take care of Warfield's gorgons. Then the bone trench will be ours.
Conversation/zBriefing_Char02/Line00017=Okrążali nas i ostrzeliwali, aż rój wykrwawił się na śmierć. Wtedy umarła też nadzieja na przepędzenie terran z Char. /// They strafed us over and over. The Swarm bled, and died. Along with any hope of pushing the terrans from Char.
Conversation/zBriefing_Char02/Line00018=Wąwóz Kości. To jedyna droga do fortecy terran. /// The Bone Trench. This is the only approach to the terran fortress.
Conversation/zBriefing_Char02/Line00019=Już kiedyś próbowałam przeprowadzić tędy mój szczep. Terranie nasłali na nas krążowniki klasy gorgona. /// I tried to bring my brood through here once before. The terrans brought their Gorgon battlecruisers from the skies.
Conversation/zBriefing_Char02/Line00020=Okrążali nas i ostrzeliwali, aż mój szczep wykrwawił się na śmierć. Wtedy umarła też nadzieja na przepędzenie terran z Char. /// They strafed us over and over. My brood bled, and died. Along with any hope of pushing the terrans from Char.
Conversation/zBriefing_Char02/Line00021=Czekaj, to gniazdo zmory. Mogą niszczyć gorgony… wystarczy, że je obudzimy. /// [Surprise 90]Wait, those are scourge nests[/Surprise]. They could bring down a Gorgon... we just need to reawaken them.
Conversation/zBriefing_Char02/Line00022=Czekaj, to gniazdo zmory. Mogą niszczyć gorgony… wystarczy, że je obudzimy. /// [Surprise 90]Wait, those are scourge nests[/Surprise]. They could bring down a Gorgon... we just need to reawaken them.
Conversation/zBriefing_Char02/Line00023=Królowo, powinniśmy jak najszybciej przejść przez wąwóz, nie marnujmy czasu na walkę z gorgonami. /// My queen, we should simply race through the trench, not waste time fighting Gorgons.
Conversation/zBriefing_Char02/Line00024=Jeśli zaskoczymy terran, przedostaniemy się nie ponosząc znacznych strat. /// If we surprise the terrans, we can make it through with acceptable losses.
Conversation/zBriefing_Char02/Line00025=Rój zginie, jeśli nam się nie uda. Myśl perspektywicznie, Zagaro. Planuj, kalkuluj, bądź sprytna. /// And if we don't, [Serious]the Swarm dies[/Serious]. You need to learn vision, Zagara. Planning, calculation, cunning.
Conversation/zBriefing_Char02/Line00026=Rój zginie, jeśli nam się nie uda. Myśl perspektywicznie, Zagaro. Planuj, kalkuluj, bądź sprytna. /// And if we don't, [Serious]the Swarm dies[/Serious]. You need to learn vision, Zagara. Planning, calculation, cunning.
Conversation/zBriefing_Char02/Line00027=Za pomocą tego tumoru możemy stworzyć kolejny, obok gniazda zmory. Gdy się przebudzi, zniszczy gorgonę Warfielda. /// We can use this creep tumor to spawn a tumor near the scourge nest. Once it's awake, Warfield's Gorgon is done for.
Conversation/zBriefing_Char02/Line00028=Za pomocą tego tumoru możemy stworzyć kolejny, obok gniazda zmory. Gdy się przebudzi, zniszczy gorgonę Warfielda. /// We can use this creep tumor to spawn a tumor near the scourge nest. Once it's awake, Warfield's Gorgon is done for.
Conversation/zBriefing_Char02/Line00029=Abatur ożywił mnie, żebym wróciła do walki. To Wąwóz Kości, jedyna droga do fortecy terran. /// Abathur revived me for the battle. This is the Bone Trench, the only approach to the terran fortress.
Conversation/zBriefing_Char03/Comment00001=Show mineral fields /// Show mineral fields
Conversation/zBriefing_Char03/Comment00002=Pan to worm location -- worm sprouts. /// Pan to worm location -- worm sprouts.
Conversation/zBriefing_Char03/Comment00003=Show orbital relay /// Show orbital relay
Conversation/zBriefing_Char03/Comment00004=Pan to worm location -- worm sprouts. /// Pan to worm location -- worm sprouts.
Conversation/zBriefing_Char03/Comment00005=-- /// --
Conversation/zBriefing_Char03/Comment00006=Suggested lines below. /// Suggested lines below.
Conversation/zBriefing_Char03/Comment00007= It will make the odprawa longer, but avoid the scenario where the player keeps reloading because they thought they were supposed to beat the map before the timer: ///  It will make the briefing longer, but avoid the scenario where the player keeps reloading because they thought they were supposed to beat the map before the timer:
Conversation/zBriefing_Char03/Group00001=Char03 /// Char03
Conversation/zBriefing_Char03/Group00002=NIEAKTUALNE /// OBSOLETE
Conversation/zBriefing_Char03/Group00003=NIEAKTUALNE /// OBSOLETE
Conversation/zBriefing_Char03/Group00004=Odprawa /// Briefing
Conversation/zBriefing_Char03/Group00005=Do rozważenia /// To Consider
Conversation/zBriefing_Char03/Line00001=Wszystkie walki prowadziły nas do tego starcia. Przed zmrokiem z Char zniknie ostatni człowiek. /// Everything we've fought for here comes to this. The humans will be gone from Char by nightfall.
Conversation/zBriefing_Char03/Line00002=Uaktywniłam sieć nydusową. Możesz transportować swój rój wykorzystując dowolne dwa czerwie nydusowe. /// I have re-established the nydus network. You can transport your Swarm between any two nydus worms.
Conversation/zBriefing_Char03/Line00003=Rozmieść czerwie na flankach Warfielda. /// Place worms on both of Warfield's flanks.
Conversation/zBriefing_Char03/Line00004=Jeśli uda mi się zająć oba, osłabię jego wojska. Rozwalmy tę fortecę. /// If I destroy either, it will cripple him. Now let's crack this fortress.
Conversation/zBriefing_Char03/Line00005=Gotowe, królowo. /// Done, my queen.
Conversation/zBriefing_Char03/Line00006=Po co zajmujemy się minerałami i przekaźnikami? Zaatakujmy bramy! /// Why bother with minerals and relays? Let us storm the gates!
Conversation/zBriefing_Char03/Line00007=Żołnierze, Kerrigan zebrała swoją armię na płaskowyżu. Wpadła prosto w naszą pułapkę. /// Men, Kerrigan's got her swarm up on the plateau. She walked right into our trap.
Conversation/zBriefing_Char03/Line00008=Każ zerglingom zaatakować przekaźniki. Niech je zniszczą! /// Get zerglings to those pump relays. Bring them down now!
Conversation/zBriefing_Char03/Line00009=Inżynierowie generała Warfielda niedługo włączą pompy lawy. /// General Warfield's engineers will have the lava pumps working again in a few moments.
Conversation/zBriefing_Char03/Line00010=Nie takie fortece się zdobywało. Naprzód! /// I've cracked fortresses in less time. Forward!
Conversation/zBriefing_Char03/Line00011=Włączyć pompy lawy i zalać diablicę. Niech wraca do piekła, z którego wypełzła! /// Activate the lava pumps, and flood her back to the hell she crawled out of!
Conversation/zBriefing_Char03/Line00012=Pompy lawy nie działają! Inżynierowie, do roboty! /// The lava pumps are down! Get the engineers on it!
Conversation/zBriefing_Char03/Line00013=Jednego chcę mieć za jego głównym polem minerałów. /// I want one behind his primary mineral fields.
Conversation/zBriefing_Char03/Line00014=Drugiego umieść przy przekaźniku orbitalnym używanym do wzywania krążowników. /// Put the other near the orbital relay he uses to call in his battlecruisers.
Conversation/zBriefing_Char03/Line00015=Wszystkie walki prowadziły nas do tego starcia. Przed zmrokiem z Char zniknie ostatni człowiek. /// Everything we've fought for here comes to this. The humans will be gone from Char by nightfall.
Conversation/zBriefing_Char03/Line00016=Rozmieść czerwie na flankach Warfielda. /// Place worms on both of Warfield's flanks.
Conversation/zBriefing_Char03/Line00017=Jednego chcę mieć za jego głównym polem minerałów. /// I want one behind his primary mineral fields.
Conversation/zBriefing_Char03/Line00018=Drugiego umieść przy przekaźniku orbitalnym używanym do wzywania krążowników. /// Put the other near the orbital relay he uses to call in his battlecruisers.
Conversation/zBriefing_Char03/Line00019=Jeśli uda mi się zająć oba, osłabię jego wojska. Rozwalmy tę fortecę. /// If I destroy either, it will cripple him. Now let's crack this fortress.
Conversation/zBriefing_Char03/Line00020=Każ zerglingom zaatakować przekaźniki. Niech je zniszczą! /// Get zerglings to those pump relays. Bring them down now!
Conversation/zBriefing_Char03/Line00021=Nie takie fortece się zdobywało. Naprzód! /// I've cracked fortresses in less time. Forward!
Conversation/zBriefing_Char03/Line00022=Ta bitwa rozstrzygnie o wszystkim. /// Everything we've fought for here comes to this.
Conversation/zBriefing_Char03/Line00023=Królowo, generał Warfield ma broń jądrową i nie zawaha się jej użyć. /// My queen, General Warfield has many nuclear devices. He will use all of them on you.
Conversation/zBriefing_Char03/Line00024=Można było się tego spodziewać. Musimy zaatakować jak najszybciej. Rozwalmy tę fortecę. /// No surprise there. We need to hit him fast. Let's crack this fortress.
Conversation/zBriefing_Char03/Line00025=Na szczęście uaktywniłam sieć nydusową. Możesz transportować swój rój wykorzystując dowolne dwa czerwie nydusowe. /// Fortunately, I have re-established the nydus network. You can transport your Swarm between any two nydus worms.
