Character/Name/ArtanisUI,Artanis /// Artanis=0
Conversation/Challengescombined/Line00043,Cada oleada será difícil de superar con las fuerzas disponibles. Controlar las acciones de tus unidades directamente te dará la ventaja necesaria para triunfar.=378
Conversation/Challengescombined/Line00044,Oprime el botón "Listo" cuando quieras comenzar.=379
Conversation/Challengescombined/Line00045,Bienvenido, Comandante. Su objetivo en este ejercicio es infligir el mayor daño posible usando únicamente los Tanques de Asedio y las naves de transporte Evamed asignadas.=380
Conversation/Challengescombined/Line00046,Tendrás una cantidad de tiempo limitada para destruir tanto de la base enemiga como sea posible. Se recomienda que explores la base con tus Evameds antes de lanzar el ataque.=381
Conversation/Challengescombined/Line00047,No se puede dañar a las fuerzas enemigas hasta que oprimas el botón "Listo", así que dirige la exploración con cuidado.=382
Conversation/Challengescombined/Line00048,¡Cuando estés listo, ataca rápidamente! ¡Destruye a todos los enemigos que puedas antes de que se termine el tiempo!=383
Conversation/Challengescombined/Line00049,Ronda 1=384
Conversation/Challengescombined/Line00050,Ronda 2=385
Conversation/Challengescombined/Line00051,Ronda 2=386
Conversation/Challengescombined/Line00052,Ronda 3=387
Conversation/Challengescombined/Line00053,Ronda 3=388
Conversation/Challengescombined/Line00054,¡Nuevo récord!=389
Conversation/Challengescombined/Line00055,¡Nuevo récord!=390
Conversation/Challengescombined/Line00056,Ronda 4=391
Conversation/Challengescombined/Line00057,Ronda 5=392
Conversation/Challengescombined/Line00058,Ronda 6=393
Conversation/Challengescombined/Line00059,Ronda 7=394
Conversation/Challengescombined/Line00060,Ronda 8=395
Conversation/Challengescombined/Line00061,Ronda 9=396
Conversation/Challengescombined/Line00062,Ronda 10=397
Conversation/Challengescombined/Line00063,Ronda 4=398
Conversation/Challengescombined/Line00064,Ronda 5=399
Conversation/Challengescombined/Line00065,Ronda 6=400
Conversation/Challengescombined/Line00066,Ronda 7=401
Conversation/Challengescombined/Line00067,Ronda 8=402
Conversation/Challengescombined/Line00068,Ronda 9=403
Conversation/Challengescombined/Line00069,Ronda 10=404
Conversation/Challengescombined/Line00070,Ronda 4=405
Conversation/Challengescombined/Line00071,Ronda 5=406
Conversation/Challengescombined/Line00072,Ronda 6=407
Conversation/Challengescombined/Line00073,Ronda 7=408
Conversation/Challengescombined/Line00074,Ronda 8=409
Conversation/Challengescombined/Line00075,Ronda 9=410
Conversation/Challengescombined/Line00076,Ronda 10=411
Conversation/Challengescombined/Line00077,Listo=412
Conversation/Challengescombined/Line00078,Escenario=413
Conversation/Challengescombined/Line00079,Ya=414
Conversation/Challengescombined/Line00080,Listo=415
Conversation/Challengescombined/Line00081,Escenario=416
Conversation/Challengescombined/Line00082,Ya=417
Conversation/Challengescombined/Line00083,Listo=418
Conversation/Challengescombined/Line00084,Escenario=419
Conversation/Challengescombined/Line00085,Ya=420
Conversation/Challengescombined/Line00086,En este desafío, aprenderás una estrategia de apertura defensiva para los terran en el multijugador.=421
Conversation/Challengescombined/Line00087,Durante este desafío, podrás ver a un jugador simulado y así comparar sus acciones con las tuyas.=422
Conversation/Challengescombined/Line00088,Este aliado simulado te ayudará a representar el ritmo y las acciones óptimas para lograr la victoria.=423
Conversation/Challengescombined/Line00089,Tu aliado está entrenando un VCE.=424
Conversation/Challengescombined/Line00090,Siempre deja un VCE entrenando en el Centro de mando.=425
Conversation/Challengescombined/Line00091,Tu aliado está construyendo un Depósito de suministros.=426
Conversation/Challengescombined/Line00092,Establece que el punto de reunión de tu Centro de mando sea un campo de minerales cercano.=427
Conversation/Challengescombined/Line00093,Tu aliado está construyendo un Depósito de suministros en un lugar que bloqueará la angostura que va hasta su base.=428
Conversation/Challengescombined/Line00094,Tu aliado está construyendo un Cuartel.=429
Conversation/Challengescombined/Line00095,Tu aliado está construyendo una Refinería.=430
Conversation/Challengescombined/Line00096,Tu aliado está entrenando un Marine.=431
Conversation/Challengescombined/Line00097,Tu aliado está usando un VCE para explorar la posición enemiga.=432
Conversation/Challengescombined/Line00098,Tu aliado está mejorando su Centro de mando a Control orbital.=433
Conversation/Challengescombined/Line00099,Tu aliado está pidiendo EMUL para incrementar sus fondos.=434
Conversation/Challengescombined/Line00100,Felicitaciones, Comandante, has repulsado el Ataque zerg exitosamente.=435
Conversation/Challengescombined/Line00101,Buena suerte eliminando a tu oponente.=436
Conversation/Challengescombined/Line00102,Has explorado la base de tu enemigo y descubierto las unidades que está construyendo. Ahora tienes el conocimiento para tomar medidas de contraataque.=437
Conversation/Challengescombined/Line00103,En este desafío, aprenderás una estrategia de apertura defensiva para los protoss en el multijugador.=438
Conversation/Challengescombined/Line00104,Establece que el punto de reunión de tu Nexo sea un campo de minerales cercano.=439
Conversation/Challengescombined/Line00105,Durante este desafío, podrás ver a un jugador simulado y así comparar sus acciones con las tuyas.=440
Conversation/Challengescombined/Line00106,Este aliado simulado te ayudará a representar el ritmo y las acciones óptimas para lograr la victoria.=441
Conversation/Challengescombined/Line00107,Tu aliado está transposicionando una Sonda.=442
Conversation/Challengescombined/Line00108,Siempre ten Sondas transposicionándose en el Nexo.=443
Conversation/Challengescombined/Line00109,Tu aliado está transposicionando un Pilón.=444
Conversation/Challengescombined/Line00110,Tu aliado está transposicionando un Asimilador.=445
Conversation/Challengescombined/Line00111,Tu aliado está usando una Sonda para explorar la posición enemiga.=446
Conversation/Challengescombined/Line00112,Tu aliado está transposicionando un Portal.=447
Conversation/Challengescombined/Line00113,Tu aliado está transposicionando un Zelot en su Portal.=448
Conversation/Challengescombined/Line00114,Tus primeros dos Zelots deben estar cerca de tus Sondas.=449
Conversation/Challengescombined/Line00115,Una vez que tengas tres Zelots, úsalos para bloquear la angostura que va hasta tu base.=450
Conversation/Challengescombined/Line00116,Felicitaciones, Ejecutor, has repulsado el ataque de zergueznos exitosamente.=451
Conversation/Challengescombined/Line00117,Ve y elimina a tu oponente.=452
Conversation/Challengescombined/Line00118,Has explorado la base de tu enemigo y descubierto las unidades que está construyendo. Ahora tienes el conocimiento para tomar medidas de contraataque.=453
Conversation/Challengescombined/Line00119,En este desafío, aprenderás una estrategia de apertura defensiva para los zerg en el multijugador.=454
Conversation/Challengescombined/Line00120,Durante este desafío, podrás ver a un jugador simulado y así comparar sus acciones con las tuyas.=455
Conversation/Challengescombined/Line00121,Este aliado simulado te ayudará a representar el ritmo y las acciones óptimas para lograr la victoria.=456
Conversation/Challengescombined/Line00122,Tu aliado está transformando una Larva en un Obrero.=457
Conversation/Challengescombined/Line00123,Tu aliado está transformando una Larva en un Amo Supremo.=458
Conversation/Challengescombined/Line00124,Establece que el punto de reunión de los trabajadores de tu Larvario sea un campo de minerales cercano.=459
Conversation/Challengescombined/Line00125,Los Larvarios tienen dos puntos de reunión, uno para Obreros y otro para unidades.=460
Conversation/Challengescombined/Line00126,Tu aliado está transformando una Larva en un Estanque de engendración.=461
Conversation/Challengescombined/Line00127,Tu aliado está usando un Amo Supremo para explorar la posición enemiga.=462
Conversation/Challengescombined/Line00128,Tu aliado está engendrando una Reina en su Larvario.=463
Conversation/Challengescombined/Line00129,Tu aliado usó a su Reina para engendrar Larvas adicionales.=464
Conversation/Challengescombined/Line00130,Establece el punto de reunión de tu Larvario en el fondo de la angostura que va hasta tu base.=465
Conversation/Challengescombined/Line00131,A diferencia de las otras razas, las unidades iniciales de los zerg deben pelear en terreno abierto en el fondo de la angostura.=466
Conversation/Challengescombined/Line00132,Tu aliado está transformando un segundo Larvario en su expansión.=467
Conversation/Challengescombined/Line00133,Tu aliado está enviando Zergueznos a explorar el mapa.=468
Conversation/Challengescombined/Line00134,Felicitaciones, has repulsado el ataque de Zergueznos exitosamente.=469
Conversation/Challengescombined/Line00135,Has explorado la base de tu enemigo y descubierto las unidades que está construyendo. Ahora tienes el conocimiento para tomar medidas de contraataque.=470
Conversation/Challengescombined/Line00136,Buena suerte eliminando a tu oponente.=471
Conversation/Challengescombined/Line00137,Tienes que destruir tantos enemigos como puedas con las criaturas disponibles.=472
Conversation/Challengescombined/Line00138,Explora la base enemiga. Cuando estés preparado para empezar el asalto, oprime el botón "Listo".=473
Conversation/Challengescombined/Line00139,¡Hay poco tiempo! ¡Ataca sin misericordia e inflige el máximo daño posible!=474
Conversation/Challengescombined/Line00140,La Tarjeta de comando se desactivará en esta simulación, así que es fundamental que aprendas qué teclas rápidas son necesarias para usar habilidades y construir unidades.=475
Conversation/Cutscene_SSF/Comment00021,END=476
Conversation/Cutscene_SSF/Line00001,Durante casi 300 años, los humanos creyeron que estaban solos en el sector Koprulu. /// For nearly 300 years, humans thought they were alone in Koprulu sector.=477
Conversation/Cutscene_SSF/Line00002,Los zerg emergieron con el único objetivo de consumirlo todo. /// The zerg emerged, seeking to consume all in their path.=478
Conversation/Cutscene_SSF/Line00003,En poco tiempo, los protoss, una raza avanzada, comenzaron a purificar los mundos infestados y a quemar a terran y zerg.  /// And before long, the protoss, a highly advanced alien race, began wiping out infested worlds, burning zerg and terran alike. =479
Conversation/Cutscene_SSF/Line00004,Entonces, estalló una guerra entre tres razas... /// A three-way war... unlike anything humanity had ever faced...=480
Conversation/Cutscene_SSF/Line00005,Al mismo tiempo, una guerra civil amenazaba a los terran. /// All the while... a human civil war raged.=481
Conversation/Cutscene_SSF/Line00006,Jim Raynor juró oponerse al corrupto dictador Arcturus Mengsk por traicionar a la mujer que amaba... Sarah Kerrigan. /// Marshal Jim Raynor vowed to oppose the corrupt dictator Arcturus Mengsk for the betrayal of the woman he loved... Sarah Kerrigan.=482
Conversation/Cutscene_SSF/Line00007,¿Eh, chicos? ¿Y la evacuación qué? /// Uh, boys? How about that evac?=483
Conversation/Cutscene_SSF/Line00008,¡Carajo, Arcturus! No lo hagas. /// Damn you, Arcturus! Don't do this.=484
Conversation/Cutscene_SSF/Line00009,Está hecho. Timonel, notifique a la flota y sáquenos de órbita. ¡Ahora! /// It's done. Helmsman, signal the fleet and take us out of orbit. Now!=485
Conversation/Cutscene_SSF/Line00010,Kerrigan, una agente leal y confiable, quedó a merced de un ejército de zerg. /// Kerrigan, a loyal operative, was left to die at the hands of the zerg.=486
Conversation/Cutscene_SSF/Line00011,Pero los zerg tenían otros planes. /// But the zerg had other plans.=487
Conversation/Cutscene_SSF/Line00012,La transformaron... y desataron sus poderes psiónicos sobre el Sector Koprulu... /// They transformed her... and unleashed her psionic power upon the Koprulu Sector...=488
Conversation/Cutscene_SSF/Line00013,...en busca de su verdadero objetivo... /// ...searching for their real objective...=489
Conversation/Cutscene_SSF/Line00014,Los protoss ignoraban este peligro y demoraron en responder. /// The protoss were unaware of this danger... and slow to respond.=490
Conversation/Cutscene_SSF/Line00015,Sus gobernantes, el Cónclave, habían enviado al Ejecutor Artanis en busca de Tassadar... /// Their rulers, the Conclave, had dispatched Executor Artanis to hunt for Tassadar...=491
Conversation/Cutscene_SSF/Line00016,...un comandante que se había rehusado a purificar mundos terran infestados. /// ...a commander who had refused to wipe out infested terran worlds.=492
Conversation/Cutscene_SSF/Line00017,En el camino se cruzaron con un místico de los templarios oscuros, una facción de herejes a los ojos del Cónclave. /// They crossed paths with a dark templar mystic, whose kind was considered heretics by the Conclave.=493
Conversation/Cutscene_SSF/Line00018,Finalmente, Zeratul convenció a Tassadar y a Artanis de que no era su enemigo... /// Through great effort, Zeratul convinced Tassadar and Artanis that he was not their enemy.=494
Conversation/Cutscene_SSF/Line00019,y reunieron más protoss para luchar contra los zerg. /// Together they rallied more protoss from both factions against the zerg.=495
