Character/Name/ArtanisUI,阿塔尼斯 /// Artanis=0
Conversation/Challengescombined/Line00029,当您完成部署之后，点击就绪按钮即可开始。=454
Conversation/Challengescombined/Line00030,警告！你正在离开部署区域。竞技场炮塔已激活。=455
Conversation/Challengescombined/Line00031,下午好，指挥官。本次演习中，您必须在敌人的各种进攻之下保护好三座本方建筑。=456
Conversation/Challengescombined/Line00032,本次演习您不能训练更多的作战单位。=457
Conversation/Challengescombined/Line00033,您可以使用SCV修理您的建筑，并对入侵者进行反击，这将助您成功。=458
Conversation/Challengescombined/Line00034,En Taro Tassadar，初学者。本次演习你要学会如何更有效地控制大批的部队。=459
Conversation/Challengescombined/Line00035,将你的单位列入编组。以此检查你的现有部队，并将他们分成强大的攻击组。=460
Conversation/Challengescombined/Line00036,你可以看见你的单位都静候在演习区域。在准备开始前他们都无法行动。=461
Conversation/Challengescombined/Line00037,第1轮=462
Conversation/Challengescombined/Line00038,欢迎回来，指挥官。强大的经济是胜利的关键，而经济强大的关键则是高效的资源采集。=463
Conversation/Challengescombined/Line00039,本次演习将挑战您的基础操作技巧。请先采集到足够的资源，然后向附近的其他资源地带扩张。=464
Conversation/Challengescombined/Line00040,在分矿位置建造第二个指挥中心，可以成倍的提高资源采集数量。=465
Conversation/Challengescombined/Line00041,请在时间结束前训练好一支队伍来完成本次演习。=466
Conversation/Challengescombined/Line00042,早上好，指挥官。您在本次演习的任务是在几波攻势中存活下来。=467
Conversation/Challengescombined/Line00043,想利用现有的部队击退每波进攻都是个挑战。直接控制单位的行动会有助您战胜来犯的敌人。=468
Conversation/Challengescombined/Line00044,想要开始时请点击就绪按钮。=469
Conversation/Challengescombined/Line00045,欢迎您，指挥官。您在本次演习的任务是只使用攻城坦克和医疗运输机来造成最大的伤害。=470
Conversation/Challengescombined/Line00046,您需要在有限的时间里尽可能多地摧毁敌方建筑。建议您在进攻前使用医疗运输机进行侦查。=471
Conversation/Challengescombined/Line00047,点击就绪按钮前无法伤害敌人，请仔细做好侦查。=472
Conversation/Challengescombined/Line00048,就绪后果断出击！在有限的时间内尽可能消灭更多的敌人！=473
Conversation/Challengescombined/Line00049,第1轮=474
Conversation/Challengescombined/Line00050,第2轮=475
Conversation/Challengescombined/Line00051,第2轮=476
Conversation/Challengescombined/Line00052,第3轮=477
Conversation/Challengescombined/Line00053,第3轮=478
Conversation/Challengescombined/Line00054,新的纪录！=479
Conversation/Challengescombined/Line00055,新的纪录！=480
Conversation/Challengescombined/Line00056,第4轮=481
Conversation/Challengescombined/Line00057,第5轮=482
Conversation/Challengescombined/Line00058,第6轮=483
Conversation/Challengescombined/Line00059,第7轮=484
Conversation/Challengescombined/Line00060,第8轮=485
Conversation/Challengescombined/Line00061,第9轮=486
Conversation/Challengescombined/Line00062,第10轮=487
Conversation/Challengescombined/Line00063,第4轮=488
Conversation/Challengescombined/Line00064,第5轮=489
Conversation/Challengescombined/Line00065,第6轮=490
Conversation/Challengescombined/Line00066,第7轮=491
Conversation/Challengescombined/Line00067,第8轮=492
Conversation/Challengescombined/Line00068,第9轮=493
Conversation/Challengescombined/Line00069,第10轮=494
Conversation/Challengescombined/Line00070,第4轮=495
Conversation/Challengescombined/Line00071,第5轮=496
Conversation/Challengescombined/Line00072,第6轮=497
Conversation/Challengescombined/Line00073,第7轮=498
Conversation/Challengescombined/Line00074,第8轮=499
Conversation/Challengescombined/Line00075,第9轮=500
Conversation/Challengescombined/Line00076,第10轮=501
Conversation/Challengescombined/Line00077,就绪=502
Conversation/Challengescombined/Line00078,准备=503
Conversation/Challengescombined/Line00079,开始=504
Conversation/Challengescombined/Line00080,就绪=505
Conversation/Challengescombined/Line00081,准备=506
Conversation/Challengescombined/Line00082,开始=507
Conversation/Challengescombined/Line00083,就绪=508
Conversation/Challengescombined/Line00084,准备=509
Conversation/Challengescombined/Line00085,开始=510
Conversation/Challengescombined/Line00086,在这场挑战中，您将学习到多人游戏中人类的防御型开局策略。=511
Conversation/Challengescombined/Line00087,在这次挑战中，您会看到一名模拟玩家，用以对照您的操作。=512
Conversation/Challengescombined/Line00088,这名模拟玩家将为您现场演示游戏的最佳节奏以及取胜所需的步骤。=513
Conversation/Challengescombined/Line00089,您的盟友正在制造SCV。=514
Conversation/Challengescombined/Line00090,您的指挥中心应保持不断制造SCV。=515
Conversation/Challengescombined/Line00091,您的盟友正在建造一个补给站。=516
Conversation/Challengescombined/Line00092,将指挥中心的集结点设置在附近的矿脉上。=517
Conversation/Challengescombined/Line00093,您的盟友在建造补给站，该位置的补给站可以封堵通往基地的入口。=518
Conversation/Challengescombined/Line00094,您的盟友正在建造一个兵营。=519
Conversation/Challengescombined/Line00095,您的盟友正在建造一个精炼厂。=520
Conversation/Challengescombined/Line00096,您的盟友正在训练陆战队员。=521
Conversation/Challengescombined/Line00097,您的盟友正在使用一个SCV侦查敌人的位置。=522
Conversation/Challengescombined/Line00098,您的盟友正在将指挥中心升级为轨道控制基地。=523
Conversation/Challengescombined/Line00099,您的盟友正在空投矿骡以提升自己的经济实力。=524
Conversation/Challengescombined/Line00100,祝贺您，指挥官。您成功击退了跳虫的速攻。=525
Conversation/Challengescombined/Line00101,祝您取得胜利。=526
Conversation/Challengescombined/Line00102,您已经对敌人的基地进行了侦查，掌握了对方单位生产的情况。您现在可以有针对性地采取措施。=527
Conversation/Challengescombined/Line00103,在这场挑战中，您将学习到多人游戏中星灵的防御型开局策略。=528
Conversation/Challengescombined/Line00104,将星灵枢纽的集结点设置在附近的矿脉上。=529
Conversation/Challengescombined/Line00105,在这次挑战中，您会看到一名模拟玩家，用以对照您的操作。=530
Conversation/Challengescombined/Line00106,这名模拟玩家将为您现场演示游戏的最佳节奏以及取胜所需的步骤。=531
Conversation/Challengescombined/Line00107,您的盟友正在折跃一个探机。=532
Conversation/Challengescombined/Line00108,您的星灵枢纽应保持不断折跃探机。=533
Conversation/Challengescombined/Line00109,您的盟友正在折跃一个水晶塔。=534
Conversation/Challengescombined/Line00110,您的盟友正在折跃一个吸纳舱。=535
Conversation/Challengescombined/Line00111,您的盟友正在使用一个探机侦查敌人的位置。=536
Conversation/Challengescombined/Line00112,您的盟友正在折跃一个传送门。=537
Conversation/Challengescombined/Line00113,您的盟友正在使用传送门折跃一名狂热者。=538
Conversation/Challengescombined/Line00114,您最初的2名狂热者应该守卫在探机附近。=539
Conversation/Challengescombined/Line00115,3名狂热者折跃完成后，使用他们封堵通往我方基地的入口。=540
Conversation/Challengescombined/Line00116,祝贺您，执政官，您成功击退了跳虫的速攻。=541
Conversation/Challengescombined/Line00117,前进，消灭您的对手。=542
Conversation/Challengescombined/Line00118,您已经对敌人的基地进行了侦查，掌握了对方单位生产的情况。您现在可以有针对性地采取措施。=543
Conversation/Challengescombined/Line00119,在这场挑战中，您将学习到多人游戏中异虫的一种防御型开局策略。=544
Conversation/Challengescombined/Line00120,在这次挑战中，您会看到一名模拟玩家，用以对照您的操作。=545
Conversation/Challengescombined/Line00121,这名模拟玩家将为您现场演示游戏的最佳节奏以及取胜所需的步骤。=546
Conversation/Challengescombined/Line00122,您的盟友正在将一只幼虫变异为工蜂。=547
Conversation/Challengescombined/Line00123,您的盟友正在将一只幼虫变异为王虫。=548
Conversation/Challengescombined/Line00124,将孵化场的工蜂集结点设在附近的矿脉上。=549
Conversation/Challengescombined/Line00125,可以为孵化场设置两个集结点，工蜂集结点和单位集结点。=550
Conversation/Challengescombined/Line00126,您的盟友正在将一只工蜂变异为分裂池。=551
Conversation/Challengescombined/Line00127,您的盟友正在使用一只王虫侦查敌人的位置。=552
Conversation/Challengescombined/Line00128,您的盟友正在孵化场孵化一个虫后。=553
Conversation/Challengescombined/Line00129,您的盟友已使用虫后孵化了更多的幼虫。=554
Conversation/Challengescombined/Line00130,将孵化场的集结点设置在通往己方基地的入口底部。=555
Conversation/Challengescombined/Line00131,相比其它种族，异虫初级单位更适合在基地入口下方的开阔地带作战。=556
Conversation/Challengescombined/Line00132,您的盟友正在分矿点变异另一个孵化场。=557
Conversation/Challengescombined/Line00133,您的盟友正派出跳虫侦查地图。=558
Conversation/Challengescombined/Line00134,祝贺您，您成功击退了对方的跳虫速攻。=559
Conversation/Challengescombined/Line00135,您已经对敌人的基地进行了侦查，掌握了对方单位生产的情况。您现在可以有针对性地采取措施。=560
Conversation/Challengescombined/Line00136,祝您取得胜利。=561
Conversation/Challengescombined/Line00137,你只能使用现有的部队来消灭尽可能多的敌人。=562
Conversation/Challengescombined/Line00138,侦查敌人的基地。做好袭击准备后，按下就绪按钮。=563
Conversation/Challengescombined/Line00139,时间紧迫！全力攻击，不要留情！=564
Conversation/Challengescombined/Line00140,本次演习不能使用指令面板。因此，利用快捷键来使用技能和建造单位将更加重要。=565
Conversation/Cutscene_SSF/Comment00001,Over black=566
Conversation/Cutscene_SSF/Comment00002,Images of battle between zerg and terran and protoss=567
Conversation/Cutscene_SSF/Comment00003,Cutscene of Kerrigan on Tarsonis=568
Conversation/Cutscene_SSF/Comment00004,Images of the Overmind, the zerg, or Kerrigan in her chrysalis=569
Conversation/Cutscene_SSF/Comment00005,Images of Tassadar, Artanis, and protoss fleets=570
