Character/Description/Hill,This is the same character that appears in the Wings of Liberty campaign. (Already cast). A gruff mercenary captain who has had a hard life on the battlefield, he fights for profit and not for a cause.=0
Character/Name/ArtanisUI,아르타니스 /// Artanis=1
Conversation/AICommunication/Line00265,그래, 한 놈도 남기지 않겠다.=410
Conversation/AICommunication/Line00266,가라, 내 아이들아. 가서 저들을 파괴해라.=411
Conversation/AICommunication/Line00267,군단이 저들을 갈가리 찢어 놓으리라.=412
Conversation/AICommunication/Line00268,방어 태세를 갖춰라, 전사들이여!=413
Conversation/AICommunication/Line00269,탐지 장치 있나? 무언가 어둠 속에 숨어 있어...=414
Conversation/AICommunication/Line00270,알겠다.=415
Conversation/AICommunication/Line00271,동의한다.=416
Conversation/AICommunication/Line00272,알았다.=417
Conversation/AICommunication/Line00273,좋아.=418
Conversation/AICommunication/Line00276,알았다.=419
Conversation/AICommunication/Line00277,좋아.=420
Conversation/AICommunication/Line00278,그렇게 하지.=421
Conversation/AICommunication/Line00279,동의한다.=422
Conversation/AICommunication/Line00280,준비가 안 됐다.=423
Conversation/AICommunication/Line00281,불가능해.=424
Conversation/AICommunication/Line00282,추가 자원을 확보해야 한다.=425
Conversation/AICommunication/Line00283,우리의 생각은 하나다.=426
Conversation/Challengescombined/Line00001,1단계=427
Conversation/Challengescombined/Line00002,2단계=428
Conversation/Challengescombined/Line00003,3단계=429
Conversation/Challengescombined/Line00004,신기록입니다!=430
Conversation/Challengescombined/Line00005,반갑습니다, 사령관님.=431
Conversation/Challengescombined/Line00006,이번 연습의 목표는 제한된 병력으로 적에게 최대한 많은 피해를 주는 것입니다.=432
Conversation/Challengescombined/Line00007,높은 점수를 획득할 수 있는 비결은 유닛의 특수 능력이니, 현명하게 사용하시기 바랍니다.=433
Conversation/Challengescombined/Line00008,준비 완료를 누르기 전까지 적 군대는 무적입니다.=434
Conversation/Challengescombined/Line00009,주어진 병력으로 최대한 많은 적을 처치해야 합니다.=435
Conversation/Challengescombined/Line00010,적 기지를 정찰하고, 공격을 시작할 준비가 되면 준비 완료를 누르십시오.=436
Conversation/Challengescombined/Line00011,시간이 없습니다! 가차없이 공격하고 큰 피해를 주십시오!=437
Conversation/Challengescombined/Line00012,엔 타로 태사다르. 프로토스 전사는 밤하늘의 별처럼 무수히 많은 적과도 싸울 수 있어야 합니다.=438
Conversation/Challengescombined/Line00013,이번 모의 전투에서는 수차례의 공격에 맞서 소규모 군대를 지휘합니다. 최대한 많은 적을 처치하십시오.=439
Conversation/Challengescombined/Line00014,전장의 지형지물을 이용하여, 유리하게 전투를 벌일 수 있는 지역에서만 싸우십시오.=440
Conversation/Challengescombined/Line00015,엔 타로 태사다르. 프로토스 전사는 아군의 강점과 적군의 약점을 정확히 파악해야 합니다.=441
Conversation/Challengescombined/Line00016,이번 모의 전투에서는 제한된 병력을 이용하여 3개의 수정탑을 방어합니다.=442
Conversation/Challengescombined/Line00017,수정탑은 서로 멀리 떨어져 있으니 3개를 모두 보호하려면 병력을 분산해야 합니다.=443
Conversation/Challengescombined/Line00018,적을 신중하게 살펴보고, 각 부대를 상대하기에 가장 적당한 유닛을 배치하십시오.=444
Conversation/Challengescombined/Line00019,군대를 배치하면 준비 완료를 눌러 전투를 시작하십시오.=445
Conversation/Challengescombined/Line00020,주의하십시오. 지정 구역을 이탈하면 처벌을 받습니다.=446
Conversation/Challengescombined/Line00021,둥지탑 3개가 위협받고 있습니다. 주어진 병력으로 둥지탑을 방어해야 합니다.=447
Conversation/Challengescombined/Line00022,둥지탑은 서로 멀리 떨어져 있으니 3개를 모두 보호하려면 병력을 분산해야 합니다.=448
Conversation/Challengescombined/Line00023,적을 신중하게 살펴보고, 각 부대를 상대하기에 가장 적당한 유닛을 배치하십시오.=449
Conversation/Challengescombined/Line00024,모든 준비를 마치면, 준비 완료를 눌러 전투를 시작하십시오.=450
Conversation/Challengescombined/Line00025,경고! 지정 구역을 이탈하는 행위는 용납되지 않습니다!=451
Conversation/Challengescombined/Line00026,안녕하세요, 사령관님. 이번 연습의 목표는 제한된 병력으로 3개의 보급고를 방어하는 것입니다.=452
Conversation/Challengescombined/Line00027,보급고는 서로 멀리 떨어져 있으니, 각 보급고를 치밀하게 방어하려면 병력을 분산해야 합니다.=453
Conversation/Challengescombined/Line00028,효과적으로 적 유닛에게 대항할 수 있도록 각 부대를 구성하십시오.=454
Conversation/Challengescombined/Line00029,배치를 완료하면 준비 완료를 눌러 진행하시기 바랍니다.=455
Conversation/Challengescombined/Line00030,경고. 지정 구역을 이탈하고 있습니다. 원형 포탑이 활성화됩니다.=456
Conversation/Challengescombined/Line00031,안녕하세요, 사령관님. 이번 연습의 목표는 적의 다양한 공격에 맞서 모든 건물을 방어하는 것입니다.=457
Conversation/Challengescombined/Line00032,이번에는 새로운 전투 유닛을 훈련할 수 없습니다.=458
Conversation/Challengescombined/Line00033,임무를 완수하려면, 건설로봇으로 건물을 수리하여 침략자들에게 맞서야 합니다.=459
Conversation/Challengescombined/Line00034,엔 타로 태사다르. 이번 모의 전투에서는 대규모 군대를 효율적으로 제어하는 방법을 익힙니다.=460
Conversation/Challengescombined/Line00035,먼저 병력을 나누어 부대 지정을 해야 합니다. 어떤 유닛을 사용할 수 있는지 알아보고, 강력한 공격 부대를 구성하십시오.=461
Conversation/Challengescombined/Line00036,모의 전투 지역에 여러 유닛이 배치되어 있습니다. 이 유닛들은 준비 완료를 누르기 전까지 정지 상태입니다.=462
Conversation/Challengescombined/Line00037,1단계=463
Conversation/Challengescombined/Line00038,반갑습니다, 사령관님. 강력한 경제력은 승리의 밑바탕이 되며, 강력한 경제력의 비결은 효과적인 자원 수급입니다.=464
Conversation/Challengescombined/Line00039,이번 연습에서는 기지 관리 능력을 시험합니다. 먼저 자원을 충분히 모아, 주변의 자원 지대로 기지를 확장하십시오.=465
Conversation/Challengescombined/Line00040,확장지에 두 번째 사령부를 건설하면 수집하는 자원의 양을 두 배로 늘릴 수 있습니다.=466
Conversation/Challengescombined/Line00041,제한 시간 안에 군대를 훈련하여 연습을 완료하십시오.=467
Conversation/Challengescombined/Line00042,안녕하세요, 사령관님. 이번 연습의 목표는 수차례의 공격에 맞서 살아남는 것입니다.=468
Conversation/Challengescombined/Line00043,현재 보유한 유닛으로 각 공격에 맞서기란 쉽지 않을 것입니다. 유닛의 행동을 세밀하게 제어하여 군대를 승리로 이끄십시오.=469
Conversation/Challengescombined/Line00044,시작하려면 준비 완료를 누르십시오.=470
Conversation/Challengescombined/Line00045,반갑습니다, 사령관님. 이번 연습의 목표는 할당된 공성 전차와 의료 수송선으로 적에게 최대한 많은 피해를 주는 것입니다.=471
Conversation/Challengescombined/Line00046,제한 시간 안에 적 기지를 최대한 많이 파괴해야 합니다. 공격하기 전에 의료선으로 적 기지를 정찰하십시오.=472
Conversation/Challengescombined/Line00047,준비 완료를 누르기 전까지는 적 유닛에게 피해를 주지 못하니, 세심하게 정찰을 수행하시기 바랍니다.=473
Conversation/Challengescombined/Line00048,준비를 마치면 빠르게 공격하십시오! 제한 시간 안에 최대한 많은 적을 처치해야 합니다!=474
Conversation/Challengescombined/Line00049,1단계=475
Conversation/Challengescombined/Line00050,2단계=476
Conversation/Challengescombined/Line00051,2단계=477
Conversation/Challengescombined/Line00052,3단계=478
Conversation/Challengescombined/Line00053,3단계=479
Conversation/Challengescombined/Line00054,신기록입니다!=480
Conversation/Challengescombined/Line00055,신기록입니다!=481
Conversation/Challengescombined/Line00056,4단계=482
Conversation/Challengescombined/Line00057,5단계=483
Conversation/Challengescombined/Line00058,6단계=484
Conversation/Challengescombined/Line00059,7단계=485
Conversation/Challengescombined/Line00060,8단계=486
Conversation/Challengescombined/Line00061,9단계=487
Conversation/Challengescombined/Line00062,10단계=488
Conversation/Challengescombined/Line00063,4단계=489
Conversation/Challengescombined/Line00064,5단계=490
Conversation/Challengescombined/Line00065,6단계=491
Conversation/Challengescombined/Line00066,7단계=492
Conversation/Challengescombined/Line00067,8단계=493
Conversation/Challengescombined/Line00068,9단계=494
Conversation/Challengescombined/Line00069,10단계=495
Conversation/Challengescombined/Line00070,4단계=496
Conversation/Challengescombined/Line00071,5단계=497
Conversation/Challengescombined/Line00072,6단계=498
Conversation/Challengescombined/Line00073,7단계=499
Conversation/Challengescombined/Line00074,8단계=500
Conversation/Challengescombined/Line00075,9단계=501
Conversation/Challengescombined/Line00076,10단계=502
Conversation/Challengescombined/Line00077,준비 완료=503
Conversation/Challengescombined/Line00078,준비=504
Conversation/Challengescombined/Line00079,시작=505
Conversation/Challengescombined/Line00080,준비 완료=506
Conversation/Challengescombined/Line00081,준비=507
Conversation/Challengescombined/Line00082,시작=508
Conversation/Challengescombined/Line00083,준비 완료=509
Conversation/Challengescombined/Line00084,준비=510
Conversation/Challengescombined/Line00085,시작=511
Conversation/Challengescombined/Line00086,이번 도전에서는 멀티플레이어 게임 시 테란의 초반 방어 전략을 배웁니다.=512
Conversation/Challengescombined/Line00087,도전하는 동안, 가상 플레이어의 행동을 보며 자신의 행동과 비교해 볼 수 있습니다.=513
Conversation/Challengescombined/Line00088,이 가상의 동맹은 승리를 가져다 줄 최적의 전략과 움직임을 보여줄 것입니다.=514
Conversation/Challengescombined/Line00089,동맹이 건설로봇을 훈련합니다.=515
Conversation/Challengescombined/Line00090,사령부에서는 항상 건설로봇을 훈련해야 합니다.=516
Conversation/Challengescombined/Line00091,동맹이 보급고를 건설합니다.=517
Conversation/Challengescombined/Line00092,사령부의 집결 지점을 근처 광물 지대로 설정하십시오.=518
Conversation/Challengescombined/Line00093,동맹이 보급고를 건설하여 기지로 들어오는 좁은 입구를 막고 있습니다.=519
Conversation/Challengescombined/Line00094,동맹이 병영을 건설합니다.=520
Conversation/Challengescombined/Line00095,동맹이 정제소를 건설합니다.=521
Conversation/Challengescombined/Line00096,동맹이 해병을 훈련합니다.=522
Conversation/Challengescombined/Line00097,동맹이 건설로봇으로 적 위치를 정찰합니다.=523
Conversation/Challengescombined/Line00098,동맹이 사령부를 궤도 사령부로 업그레이드합니다.=524
Conversation/Challengescombined/Line00099,동맹이 지게로봇을 투하하여 자원 채취 속도를 높입니다.=525
Conversation/Challengescombined/Line00100,잘하셨습니다, 사령관님. 저글링의 습격을 성공적으로 막아냈습니다.=526
Conversation/Challengescombined/Line00101,꼭 승리하시길 바랍니다.=527
Conversation/Challengescombined/Line00102,기지 정찰을 통해 적이 짓고 있는 건물을 확인했습니다. 이제 대응 전략을 세울 수 있습니다.=528
Conversation/Challengescombined/Line00103,이번 도전에서는 멀티플레이어 게임 시 프로토스의 초반 방어 전략을 배웁니다.=529
Conversation/Challengescombined/Line00104,연결체의 집결 지점을 근처 광물 지대로 설정하십시오.=530
Conversation/Challengescombined/Line00105,도전하는 동안, 가상 플레이어의 행동을 보며 자신의 행동과 비교해 볼 수 있습니다.=531
Conversation/Challengescombined/Line00106,이 가상의 동맹은 승리를 가져다 줄 최적의 전략과 움직임을 보여줄 것입니다.=532
Conversation/Challengescombined/Line00107,동맹이 탐사정을 소환합니다.=533
Conversation/Challengescombined/Line00108,연결체에서는 항상 탐사정을 소환해야 합니다.=534
Conversation/Challengescombined/Line00109,동맹이 수정탑을 소환합니다.=535
Conversation/Challengescombined/Line00110,동맹이 융화소를 소환합니다.=536
Conversation/Challengescombined/Line00111,동맹이 탐사정으로 적 위치 파악에 나섭니다.=537
Conversation/Challengescombined/Line00112,동맹이 관문을 소환합니다.=538
Conversation/Challengescombined/Line00113,동맹이 관문에서 광전사를 소환합니다.=539
